,cond_vol
0,804.4204702157876
1,752.4769495187531
2,716.2541510037748
3,691.3903295634503
4,674.5326486859343
5,663.206544247769
6,655.6455163279468
7,650.6002161535796
8,647.3183808156741
9,1289.242137686481
10,1174.1363546516698
11,1080.5939658507896
12,1108.3446522275983
13,982.5343297410312
14,912.5543601731849
15,830.6132844534569
16,952.2747129365223
17,1108.1926474391926
18,980.5017481178974
19,939.563614568086
20,1138.876936996388
21,997.4738417243915
22,1266.4398270955046
23,1197.9331765994305
24,1168.5244681444324
25,1023.4594970442428
26,972.485161565859
27,968.8474459879972
28,900.559482931021
29,852.8775682334309
30,816.5661551426333
31,761.0008493432039
32,722.4008001421856
33,750.9400305990079
34,794.6410619102348
35,745.6968155955083
36,983.1892631433044
37,927.2137319648614
38,1993.2544907909898
39,2295.3023056825527
40,1898.6163074822507
41,1586.1672136739037
42,1353.5617202304527
43,1265.456875619123
44,1110.070225826479
45,1024.3017406957715
46,1032.6412797246724
47,918.2847449301896
48,878.2580569397542
49,814.9917253274696
50,916.2904013505721
51,838.0296964789186
52,1199.2243543235525
53,1042.4632495783594
54,961.6581210573783
55,867.8094835110992
56,1038.1510173164427
57,1027.781695650493
58,915.0733006188464
59,850.0865208823635
60,1200.0637106235133
61,1225.8488740128432
62,1062.6634936941778
63,998.3027409673812
64,898.8873091410737
65,819.7374257335314
66,765.6906137471439
67,730.5275143568248
68,723.3391243160538
69,707.6084095252131
70,687.2307750353962
71,674.2152869171018
72,760.6680846259909
73,740.1876881634347
74,739.9252857631298
75,729.0063040779652
76,704.4146383308198
77,734.1926783614279
78,948.8964383198957
79,881.2561521936709
80,819.0875883767831
81,1226.5884829183842
82,2450.813395310588
83,2653.341595260133
84,2272.9344415516284
85,1921.9345624651344
86,1635.5794422532244
87,1542.338251257513
88,1385.2850752634786
89,1201.6132493502405
90,1165.5994728575408
91,1095.0705001864414
92,1287.4622505828327
93,1136.1208329784074
94,1039.4872323913064
95,938.0462792082653
96,1140.6661422354211
97,1184.6235886023749
98,1054.6550908300803
99,1273.2991900060113
100,1243.4924269203611
101,1076.6139480400566
102,1133.707393179777
103,1409.498710692867
104,2657.672422101579
105,3318.1664993033173
106,2830.6242392667327
107,2413.5793885067137
108,2996.0939610923742
109,2858.9098427627255
110,2355.6396842413305
111,2577.65973952619
112,4942.1501641834675
113,4046.166303400472
114,3414.021424326133
115,2968.113045160695
116,2460.3425534567855
117,2031.2916058287028
118,1944.7063849941433
119,2449.928401070941
120,2715.721488315514
121,2605.5316568864446
122,2271.028105642224
123,1901.6303769418237
124,1589.3364949834925
