,0
0,10.07636506094102
1,1.8626589194875889
2,-4.376567016127078
3,-9.90412340613199
4,6.05740257298275
5,5.556587066210642
6,-5.2569484233446575
7,0.9297474501592666
8,1.5630564185880127
9,1.8117737422833526
10,-3.958656306557789
11,-0.759629063316832
12,-1.467398376917188
13,1.7022572629964507
14,6.8454906848974
15,-1.3395697339502826
16,3.383629366148981
17,0.8573485597063414
18,1.6909902042770082
19,-3.4077728197300283
20,2.045511103368374
21,3.472218632613753
22,-2.6888138876973007
23,5.150626396105186
24,-2.233895125552357
25,5.976831029170115
26,-4.227833528359022
27,1.961116487597383
28,4.367283937090635
29,1.212771427191213
30,3.5084687352596053
31,1.2612357063589166
32,-6.04897984699213
33,7.083839354609476
34,1.1728352222849234
35,7.100077680743775
36,-6.10002933421037
37,-8.064761748268323
38,1.6044827874767429
39,-3.1815654878732005
40,4.054407725898656
41,0.04468234550694768
42,3.9089079331367773
43,-2.7344425607385587
44,-2.5233157168654996
45,5.672032181571142
46,-7.075658580471866
47,-0.3698193226705305
48,2.6529876717371925
49,-0.29045790108898467
50,-3.9318359293353846
51,5.477919046450016
52,0.7421842580542868
53,1.614852895839724
