,cond_vol
0,-17.481182218920402
1,-12.999630685883053
2,2.9505640182474284
3,-27.11998379617498
4,-7.1359043926539725
5,-23.965534139623287
6,-23.69315462528438
7,55.17429810746624
8,-20.72809882105113
9,-2.7607534022370444
10,8.929458717054397
11,-3.9793684306749775
12,-44.14201144395889
13,-44.30159042475684
14,52.98565616540501
15,-13.924836590504295
16,-73.69007829294269
17,1.998413353188151
18,-22.7735805112472
19,-36.14163477077813
20,-66.96006495343191
21,101.32364814084845
22,118.3581931569356
23,-23.70705135542761
24,-6.679321531460313
25,-9.597684633850502
26,-34.0043079930578
27,2.0283587896196793
28,30.583088707997256
29,-12.426238074377629
30,25.02868022083714
31,31.89811325315037
32,48.38409429146795
33,-3.7503718853970596
34,-15.767072179271288
35,-8.071951677325075
36,-0.7381219629599534
37,-48.0848270308917
38,-42.12075746666507
39,-40.42184538555752
40,0.5103889923904006
41,-3.00110027654612
42,-21.89259740639962
43,52.15620816648624
44,-15.591909540595138
45,-17.93520527742199
46,-22.763295183356167
47,53.008159129838376
48,54.521063246301324
49,-22.673327450240496
50,13.852541284408913
51,21.880787619595683
52,-53.5039010174684
53,-64.79937184656171
54,-52.206084518599596
55,82.56575420946157
56,7.727048282987463
57,9.255127072148799
58,-7.589366632396256
59,-17.109065125838878
60,58.89967730371562
61,-37.79604236870444
62,11.175468891906661
63,92.00278810199374
64,-14.465091939009751
65,-5.0612907148891395
66,-14.269774462345264
67,-46.84731968035127
68,-8.559532460744055
69,46.3399057560104
70,-11.473743954745691
71,0.9607785790501947
72,-41.468284816255675
73,-86.8745009493323
74,35.873585685685306
75,-53.13286232673237
76,-22.24766745039202
77,-16.237350862689034
78,52.88959278382156
79,-47.00682601728259
80,25.40630293042562
81,-65.7880931286986
82,22.46018672860388
83,35.748366175888826
84,5.856627266569283
85,8.938936615462444
86,6.232166498539952
87,46.904224006394934
88,-44.93307755465343
89,156.64557522937346
90,-32.72615474492303
91,-12.468539912962848
92,-15.592247368142319
93,-6.906825758955814
94,-38.401871326533445
95,-20.85280758444187
96,-76.27706936686921
97,-84.67152191008995
98,-55.558163925120816
99,2.091249920297583
100,49.364925439345214
101,-61.792269891089575
102,-10.203616626885825
103,-55.622022046933175
104,18.671723544747877
105,-18.590045364678428
106,137.4472159729439
107,-39.559229210049196
108,45.99131482842151
109,-14.23788647700465
110,-14.677605068170346
111,18.821013946561852
112,-42.25450131742395
113,25.183152051870263
114,-19.874796819817227
115,22.6171355734676
116,22.919931346148093
117,-72.9024981238961
118,-24.675190999894728
119,-2.060670169483385
120,-23.835631830325212
121,13.93925159273306
122,8.864482385223608
123,-11.52566400898143
124,21.0782249299741
125,-1.6377860328764227
126,-19.811274917181713
127,24.91589661627423
