,cond_vol
0,-17.349268284376457
1,-12.52920413035016
2,2.8014666418315173
3,-25.726512419174323
4,-6.834037310417419
5,-23.29301546666811
6,-23.39093998714071
7,55.23442606064552
8,-20.986501065390268
9,-3.251153303882043
10,10.212101597972921
11,-4.4673818076731715
12,-31.886634551941928
13,-28.682323866729927
14,57.3806217190796
15,-17.093176665363924
16,-77.60889471783722
17,2.0096273825068995
18,-24.590901390518624
19,-27.551592941346943
20,-37.11919818308839
21,84.32496396461164
22,154.63245156602804
23,-29.706774037203477
24,-7.916998619917868
25,-10.752625809735854
26,-34.44373140851214
27,1.6230506301731789
28,24.794072018204837
29,-13.398680369364994
30,26.690960728217185
31,32.94434170612078
32,53.10470178473784
33,-4.180974184385384
34,-17.5910942351733
35,-8.428144420291337
36,-0.6279394222724627
37,-40.660164607364656
38,-45.74019064672617
39,-43.476748987268515
40,0.5544132897852803
41,-3.3348026548661083
42,-23.624622411182457
43,52.721642541436886
44,-14.201685436025368
45,-17.22749953690835
46,-24.899940674019646
47,44.50408871454459
48,46.10539450655332
49,-27.84755160594436
50,15.583538103404672
51,20.91134492225952
52,-51.738594168040116
53,-72.80782866662288
54,-59.72047354727754
55,85.7110876776373
56,7.642665093680766
57,9.023227821619507
58,-7.548778190799344
59,-19.52105346310185
60,64.86819997374988
61,-29.81644720076272
62,8.655656201055388
63,103.38204590660398
64,-16.918782814549495
65,-5.022550079931307
66,-14.144246669321777
67,-52.24114632036371
68,-9.090776113532646
69,48.883429986425426
70,-11.673823603866822
71,1.0518857486456026
72,-43.47760752980449
73,-78.72967402612505
74,32.01245359097742
75,-56.64905340930208
76,-20.840180814781238
77,-15.417964982943221
78,60.208087748464166
79,-52.56766048643075
80,28.062274317327407
81,-70.64917881013112
82,22.568702008630886
83,33.58033000342641
84,6.001920552132792
85,9.294535388726844
86,3.636538726852989
87,30.401575832849467
88,-42.1823154678895
89,139.81781421907922
90,-40.96090695025053
91,-14.337717137127626
92,-17.147039765743365
93,-7.771894741282136
94,-39.960192216866
95,-21.573872230465444
96,-79.98107088929864
97,-90.07704090233597
98,-57.9691500256065
99,2.147419528513908
100,45.56919681540377
101,-57.067675548233716
102,-11.254335542400957
103,-57.70161378149385
104,18.895980987147883
105,-17.153818362805225
106,92.86395265093206
107,-33.40977242517016
108,58.367341445290414
109,-16.371634388928683
110,-15.342491808314646
111,19.829879782694
112,-46.961103932510234
113,27.599736038837552
114,-21.067608724140584
115,19.275956593376964
116,19.993025617567323
117,-85.90962682803011
118,-27.314169168719737
119,-1.9778401570010329
120,-23.506534324132502
121,15.575157373447894
122,9.591715089558292
123,-11.751400825237049
124,21.524844728247885
125,-1.8094550461585837
126,-21.17152784789574
127,25.734986201445707
128,-7.383391644604334
129,23.323373151362958
130,-27.636786700946395
131,-21.686824110813667
132,-18.621830028366876
133,-0.2525188663576631
134,-63.826441238949506
135,6.667333368652211
136,-10.575773045960512
137,-15.4474815109736
138,-50.22631241459358
139,-1.11574900169955
140,4.070417614525725
141,23.074629108617543
142,-8.6533436244188
143,14.511879711372687
144,17.559784804493546
145,-19.480924307564006
146,0.2824607816070183
147,-57.95695333523873
148,-41.406460527019895
149,6.4108824358412
150,7.618824379915898
151,-10.866576864677464
152,-1.635997722532716
153,38.08805741844975
154,-40.62360268746909
155,9.52174457190673
156,-60.74597362240842
157,-24.24540532143148
158,11.528774273973532
159,-4.165948592251522
160,-39.71318271824734
161,61.52663129672412
162,-46.23839351181225
163,-54.36930915523471
164,2.2113084670511225
165,-31.239517773720802
166,23.3347904587313
167,-4.2474728054277495
168,5.610191045684772
169,15.32700344451734
170,36.978427138903534
171,1.6724970990504375
172,-13.173310849493017
173,-25.09130335765972
174,-5.583184556247831
175,16.297877482784237
176,12.819947495643683
177,-34.99337640561028
178,8.799610306959236
179,-31.465953704890186
180,-25.984682732731365
181,116.07757338127759
182,-31.04257786409507
183,57.11197959976989
184,-34.620224743924005
185,45.244774888428424
186,-3.064703959193254
187,5.273845418803316
188,71.11877394419149
189,18.57177624891834
190,-17.03547583242585
191,-21.975639396774056
192,-22.676745678205158
193,46.04708278465488
194,28.069948751977254
195,-16.590026122016017
196,2.82352912835439
197,58.11735295359047
198,3.704672982549225
199,-10.758763525542278
200,59.54364167501842
201,7.973450347139216
202,7.835688368268451
203,46.67005945381976
204,60.561808901904456
205,42.96774210243531
206,-23.42089177369155
