,0
0,-316.4911224444098
1,120.17132691833756
2,-85.41741655070658
3,466.33463678790235
4,-27.756362630043927
5,44.521766382358734
6,180.3508712110083
7,-281.64940719017034
8,21.103141449203395
9,244.82538977649114
10,-175.7172885910188
11,-401.0156845006976
12,305.0969678044539
13,-188.71156450098553
14,-44.79709248606064
15,281.7441869372343
16,-210.2333104934244
17,-145.96123384773588
18,47.51678544885473
19,-236.1250686353277
20,140.62912212414693
21,-313.5580755499863
22,-443.47026156530217
23,72.33628123388841
24,352.7661737045996
25,322.30171247194835
26,-114.80361338028291
27,104.06830860158558
28,78.46272918422545
29,14.106443170819265
30,695.2753977134588
31,303.987728667131
32,-154.15715412270097
33,-392.595492310318
34,-65.70814455029078
35,-33.92957783566256
36,303.9884288293712
37,197.31922927650913
38,319.2312042478309
39,302.97352969623984
40,139.969164966525
41,-322.57436775518016
42,334.7010742265127
43,-115.2671463891123
44,183.72092385998894
45,-16.561320973472554
46,107.81016096628234
47,-118.16302529294481
48,-266.46863754349687
49,189.7640302487542
50,-150.09094926263023
51,-50.95452514679024
52,39.943542852689426
53,447.4201390200156
54,-333.3463301099628
55,288.43651213255083
56,240.96259825079582
57,294.12817268722233
58,-535.9115526903203
59,-306.17583072492164
60,380.8843268265794
61,-277.52300795175154
62,245.01350390828844
63,-677.151491959417
64,41.016162638841244
65,133.91544829947384
66,38.799160310301325
67,-41.78874637621076
68,74.42742477038682
69,-118.61084239681257
70,102.08938829432627
71,-16.9514044650943
72,29.25153918487172
73,-101.31099251660936
74,-34.78903798691792
75,103.14855434236684
76,-41.18489225120929
77,-330.62772322447387
78,-221.0083796602302
79,-66.57906932130217
80,135.21408059076097
81,28.56989590536463
82,-718.3145337488316
83,-73.46415220223948
84,-721.8238868514524
85,-288.7659738387032
86,202.6937802477435
87,-90.06721115064953
88,76.59125737164212
89,31.411541517820996
90,-23.491362460645647
91,-3.9182443000013216
92,-234.87932715730082
93,-367.37939828590504
94,0.9726611726054102
95,-2.588092484836429
96,128.51833896481284
97,338.9564484709224
98,239.00848289297844
99,38.43799457353011
100,-215.15574612012244
101,-105.85139173449082
102,398.8937312075343
103,280.6227351253959
104,-155.04573089813894
105,76.6397611433343
106,-324.18192016912406
107,-221.64458359922045
108,109.65425107007367
109,-53.71904433844788
110,797.3564677323093
111,-42.7570515753766
112,509.0223981643132
113,0.35316394419643904
114,-124.40286575168024
115,-427.5481741301274
116,-77.21477176803837
117,-185.92113415399538
118,-394.63359459008063
119,-132.14008343626082
120,-499.46587787417207
121,140.4846538635041
122,402.5818221722844
123,110.04678064120408
124,-67.30906616641636
125,452.76871549740093
126,5.624560067298766
127,300.0567128763114
128,-123.59253806718365
129,-93.32965598815466
130,217.33041735883378
131,-152.79596646584812
132,89.37474096527377
133,173.60542228512216
134,-539.3893958614054
