"","tanggal","brgkt","tiba"
"877",2022-08-14,4820,5035
"878",2022-08-15,4200,4788
"879",2022-08-16,3640,3947
"880",2022-08-17,4422,4093
"881",2022-08-18,4497,4149
"882",2022-08-19,4498,4620
"883",2022-08-20,4553,4508
"884",2022-08-21,4422,5460
"885",2022-08-22,4107,5858
"886",2022-08-23,4172,4596
"887",2022-08-24,4568,4733
"888",2022-08-25,5532,4716
"889",2022-08-26,5533,4933
"890",2022-08-27,4503,4397
"891",2022-08-28,5146,5118
"892",2022-08-29,4639,5012
"893",2022-08-30,3966,4418
"894",2022-08-31,4293,4322
"895",2022-09-01,5864,4727
"896",2022-09-02,5096,4469
"897",2022-09-03,4480,3827
"898",2022-09-04,4723,4178
"899",2022-09-05,4430,4851
"900",2022-09-06,4376,4060
"901",2022-09-07,5019,5058
"902",2022-09-08,5382,5120
"903",2022-09-09,5660,5502
"904",2022-09-10,5356,4367
"905",2022-09-11,5106,5415
"906",2022-09-12,5163,5412
"907",2022-09-13,4370,4479
"908",2022-09-14,4926,4736
"909",2022-09-15,6160,5138
"910",2022-09-16,5637,4675
"911",2022-09-17,5167,4617
"912",2022-09-18,5142,5821
"913",2022-09-19,5169,5647
"914",2022-09-20,4930,4982
"915",2022-09-21,5274,5391
"916",2022-09-22,5936,5492
"917",2022-09-23,5293,4810
"918",2022-09-24,4897,4762
"919",2022-09-25,4952,5599
"920",2022-09-26,4536,4933
"921",2022-09-27,4383,4688
"922",2022-09-28,4956,5231
"923",2022-09-29,5403,5004
"924",2022-09-30,5737,5487
"925",2022-10-01,4821,4738
"926",2022-10-02,4979,5144
"927",2022-10-03,4304,4829
"928",2022-10-04,4794,4704
"929",2022-10-05,5313,4937
"930",2022-10-06,5696,4841
"931",2022-10-07,5901,4863
"932",2022-10-08,4881,4623
"933",2022-10-09,5116,5974
"934",2022-10-10,4960,5599
"935",2022-10-11,4551,5386
"936",2022-10-12,5507,5536
"937",2022-10-13,5975,5299
"938",2022-10-14,5922,5228
"939",2022-10-15,5486,4951
"940",2022-10-16,4635,5971
"941",2022-10-17,4999,5393
"942",2022-10-18,4516,4294
"943",2022-10-19,5664,5314
"944",2022-10-20,6023,4927
"945",2022-10-21,5619,5231
"946",2022-10-22,4457,5212
"947",2022-10-23,4883,6124
"948",2022-10-24,4626,5406
"949",2022-10-25,4626,5032
"950",2022-10-26,5330,4863
"951",2022-10-27,5738,5267
"952",2022-10-28,6172,5273
"953",2022-10-29,4853,5164
"954",2022-10-30,5126,5805
"955",2022-10-31,4749,5588
"956",2022-11-01,4365,4380
"957",2022-11-02,5036,4869
"958",2022-11-03,6450,5560
"959",2022-11-04,5733,5248
"960",2022-11-05,5127,5285
"961",2022-11-06,5560,6061
"962",2022-11-07,5247,5429
"963",2022-11-08,4948,4901
"964",2022-11-09,5932,5993
"965",2022-11-10,6051,5613
"966",2022-11-11,5821,5338
"967",2022-11-12,5449,5670
"968",2022-11-13,5786,3860
"969",2022-11-14,5179,6015
"970",2022-11-15,5635,5360
"971",2022-11-16,6012,5757
"972",2022-11-17,6084,5829
"973",2022-11-18,6145,5359
"974",2022-11-19,5491,5883
"975",2022-11-20,5740,6379
"976",2022-11-21,5525,6293
"977",2022-11-22,5585,6288
"978",2022-11-23,5201,5678
"979",2022-11-24,6420,6229
"980",2022-11-25,5945,6187
"981",2022-11-26,5227,6511
"982",2022-11-27,5616,6722
"983",2022-11-28,5419,5977
"984",2022-11-29,5565,5544
"985",2022-11-30,6430,6487
"986",2022-12-01,6253,5769
"987",2022-12-02,5850,5542
"988",2022-12-03,5291,5773
"989",2022-12-04,5736,6615
"990",2022-12-05,5516,5697
"991",2022-12-06,5825,5907
"992",2022-12-07,6927,6735
"993",2022-12-08,6852,6392
"994",2022-12-09,7005,5978
"995",2022-12-10,7006,6875
"996",2022-12-11,6988,7025
"997",2022-12-12,7155,6909
"998",2022-12-13,7695,6046
"999",2022-12-14,7638,6800
"1000",2022-12-15,7896,7099
"1001",2022-12-16,7567,6709
"1002",2022-12-17,7420,6632
"1003",2022-12-18,7402,7021
"1004",2022-12-19,7051,6383
"1005",2022-12-20,7221,6670
"1006",2022-12-21,7689,7002
"1007",2022-12-22,7655,6875
"1008",2022-12-23,7528,6336
"1009",2022-12-24,7084,6701
"1010",2022-12-25,6429,6314
"1011",2022-12-26,6244,5834
"1012",2022-12-27,6407,6122
"1013",2022-12-28,6007,5850
"1014",2022-12-29,5966,5797
"1015",2022-12-30,5624,6042
"1016",2022-12-31,4941,6129
"1017",2023-01-01,4521,5772
"1018",2023-01-02,5283,6737
"1019",2023-01-03,5352,7307
"1020",2023-01-04,5989,7137
"1021",2023-01-05,5884,7443
"1022",2023-01-06,6299,6943
"1023",2023-01-07,6002,6801
"1024",2023-01-08,6354,7200
"1025",2023-01-09,5380,7035
"1026",2023-01-10,5660,7112
"1027",2023-01-11,5878,7078
"1028",2023-01-12,5630,6642
"1029",2023-01-13,6313,6126
"1030",2023-01-14,6148,6592
"1031",2023-01-15,6292,6752
"1032",2023-01-16,5512,6621
"1033",2023-01-17,5188,6330
"1034",2023-01-18,5894,6344
"1035",2023-01-19,6453,6580
"1036",2023-01-20,7702,6803
"1037",2023-01-21,6865,6747
"1038",2023-01-22,5755,5922
"1039",2023-01-23,5831,7154
"1040",2023-01-24,5437,6532
"1041",2023-01-25,6355,6184
"1042",2023-01-26,6175,5996
"1043",2023-01-27,6493,5668
"1044",2023-01-28,6374,6222
"1045",2023-01-29,5764,6791
"1046",2023-01-30,5300,6963
"1047",2023-01-31,5790,6394
"1048",2023-02-01,6126,6532
"1049",2023-02-02,6204,5917
"1050",2023-02-03,6403,5615
"1051",2023-02-04,6010,6072
"1052",2023-02-05,6303,6783
"1053",2023-02-06,5823,6501
"1054",2023-02-07,4358,4514
"1055",2023-02-08,6570,6882
"1056",2023-02-09,6790,6069
"1057",2023-02-10,7166,5832
"1058",2023-02-11,7166,5832
"1059",2023-02-12,6792,6767
"1060",2023-02-13,6057,6695
"1061",2023-02-14,5962,6552
"1062",2023-02-15,7170,7160
"1063",2023-02-16,7140,6597
"1064",2023-02-17,7705,6518
"1065",2023-02-18,7315,6685
"1066",2023-02-19,6951,7716
"1067",2023-02-20,6230,7678
"1068",2023-02-21,6725,8015
"1069",2023-02-22,7459,7848
"1070",2023-02-23,7299,6948
"1071",2023-02-24,7718,6699
"1072",2023-02-25,8149,7346
"1073",2023-02-26,7459,6892
"1074",2023-02-27,7220,6923
"1075",2023-02-28,7080,7002
"1076",2023-03-01,7000,6576
"1077",2023-03-02,6561,6044
"1078",2023-03-03,7210,6293
"1079",2023-03-04,6619,6636
"1080",2023-03-05,6679,6681
"1081",2023-03-06,6231,7169
"1082",2023-03-07,6465,6760
"1083",2023-03-08,7095,6973
"1084",2023-03-09,6874,6490
"1085",2023-03-10,7455,6610
"1086",2023-03-11,7263,6847
"1087",2023-03-12,7144,6965
"1088",2023-03-13,7138,7378
"1089",2023-03-14,7062,7093
"1090",2023-03-15,7859,7401
"1091",2023-03-16,7575,7256
"1092",2023-03-17,7967,7136
"1093",2023-03-18,7228,7216
"1094",2023-03-19,6406,6957
"1095",2023-03-20,6359,6961
"1096",2023-03-21,6758,6294
"1097",2023-03-22,6404,6206
"1098",2023-03-23,4694,4328
"1099",2023-03-24,4133,4036
"1100",2023-03-25,4439,4511
"1101",2023-03-26,5278,5552
"1102",2023-03-27,5034,5508
"1103",2023-03-28,4731,4640
"1104",2023-03-29,5134,4907
"1105",2023-03-30,5500,4720
"1106",2023-03-31,5180,4539
"1107",2023-04-01,4917,4498
"1108",2023-04-02,4189,4226
"1109",2023-04-03,4151,4468
"1110",2023-04-04,4738,4494
"1111",2023-04-05,5515,4896
"1112",2023-04-06,6257,4708
"1113",2023-04-07,5134,4363
"1114",2023-04-08,4956,4275
"1115",2023-04-09,5453,5432
"1116",2023-04-10,5851,5488
"1117",2023-04-11,5516,4809
"1118",2023-04-12,6565,5427
"1119",2023-04-13,7383,5239
"1120",2023-04-14,9547,6314
"1121",2023-04-15,10906,7272
"1122",2023-04-16,10741,6359
"1123",2023-04-17,11050,5371
"1124",2023-04-18,12021,6612
"1125",2023-04-19,12388,7655
"1126",2023-04-20,11618,6345
"1127",2023-04-21,10021,4271
"1128",2023-04-22,5159,2139
"1129",2023-04-23,5808,3904
"1130",2023-04-24,7209,5658
"1131",2023-04-25,7411,7303
"1132",2023-04-26,7538,8245
"1133",2023-04-27,6954,7631
"1134",2023-04-28,7420,8629
"1135",2023-04-29,8118,9968
"1136",2023-04-30,8970,10929
"1137",2023-05-01,9472,11004
"1138",2023-05-02,7850,9545
"1139",2023-05-03,7657,9824
"1140",2023-05-04,7515,9460
"1141",2023-05-05,7646,9679
"1142",2023-05-06,7336,9572
"1143",2023-05-07,7525,9732
"1144",2023-05-08,6769,9168
"1145",2023-05-09,6509,9261
"1146",2023-05-10,7562,9320
"1147",2023-05-11,6471,9551
"1148",2023-05-12,6810,9427
"1149",2023-05-13,6686,9069
"1150",2023-05-14,6932,9613
"1151",2023-05-15,6952,9246
"1152",2023-05-16,6071,9225
"1153",2023-05-17,8257,9702
"1154",2023-05-18,7842,9432
"1155",2023-05-19,5854,8476
"1156",2023-05-20,5879,8336
"1157",2023-05-21,7127,9131
"1158",2023-05-22,6446,9100
"1159",2023-05-23,6292,7658
"1160",2023-05-24,6786,8268
"1161",2023-05-25,6979,7935
"1162",2023-05-26,7588,7534
"1163",2023-05-27,6390,7133
"1164",2023-05-28,7530,8112
"1165",2023-05-29,6593,7668
"1166",2023-05-30,7177,7868
"1167",2023-05-31,8949,7536
"1168",2023-06-01,8128,8227
"1169",2023-06-02,5582,7393
"1170",2023-06-03,5132,6178
"1171",2023-06-04,6595,8260
"1172",2023-06-05,6304,9404
"1173",2023-06-06,5984,6796
"1174",2023-06-07,6616,7960
"1175",2023-06-08,6899,6443
"1176",2023-06-09,6989,6517
"1177",2023-06-10,6830,7387
"1178",2023-06-11,7631,7091
"1179",2023-06-12,7022,7200
"1180",2023-06-13,7091,6442
"1181",2023-06-14,8598,8126
"1182",2023-06-15,9241,7571
"1183",2023-06-16,8803,7380
"1184",2023-06-17,9322,7763
"1185",2023-06-18,10038,8141
"1186",2023-06-19,9265,7245
"1187",2023-06-20,9051,7489
"1188",2023-06-21,9895,7773
"1189",2023-06-22,9556,7455
"1190",2023-06-23,9250,8330
"1191",2023-06-24,9446,8415
"1192",2023-06-25,9704,9259
"1193",2023-06-26,8872,8538
"1194",2023-06-27,3673,7755
"1195",2023-06-28,8940,7682
"1196",2023-06-29,5570,4760
"1197",2023-06-30,6883,7007
"1198",2023-07-01,6791,6984
"1199",2023-07-02,7998,9187
"1200",2023-07-03,7496,8788
"1201",2023-07-04,7273,8828
"1202",2023-07-05,8557,10048
"1203",2023-07-06,8148,9713
"1204",2023-07-07,7973,9705
"1205",2023-07-08,7397,9686
"1206",2023-07-09,7762,10047
"1207",2023-07-10,7674,9874
"1208",2023-07-11,7265,10953
"1209",2023-07-12,8403,10690
"1210",2023-07-13,7763,10037
"1211",2023-07-14,8054,8959
"1212",2023-07-15,7800,9512
"1213",2023-07-16,7758,9445
"1214",2023-07-17,6046,7652
"1215",2023-07-18,6562,7940
"1216",2023-07-19,7811,9125
"1217",2023-07-20,7045,7962
"1218",2023-07-21,7294,6768
"1219",2023-07-22,7001,8191
"1220",2023-07-23,7560,8748
"1221",2023-07-24,7610,7643
"1222",2023-07-25,6927,8076
"1223",2023-07-26,7188,7594
"1224",2023-07-27,6824,7225
"1225",2023-07-28,7521,6556
"1226",2023-07-29,6204,7228
"1227",2023-07-30,5918,7642
"1228",2023-07-31,6013,7292
"1229",2023-08-01,6121,6568
"1230",2023-08-02,7177,7141
"1231",2023-08-03,6217,6396
"1232",2023-08-04,6922,6015
"1233",2023-08-05,6672,6298
"1234",2023-08-06,6539,7381
"1235",2023-08-07,6457,7352
"1236",2023-08-08,5438,5583
"1237",2023-08-09,7027,6742
"1238",2023-08-10,7257,6540
"1239",2023-08-11,7154,6394
"1240",2023-08-12,7083,6204
"1241",2023-08-13,7122,7231
"1242",2023-08-14,6481,6809
"1243",2023-08-15,5898,5705
"1244",2023-08-16,6762,6162
"1245",2023-08-17,6139,4701
"1246",2023-08-18,5795,5212
"1247",2023-08-19,6222,5575
"1248",2023-08-20,6758,7198
"1249",2023-08-21,6542,7616
"1250",2023-08-22,7400,6643
"1251",2023-08-23,7196,7210
"1252",2023-08-24,6663,6333
"1253",2023-08-25,6754,6400
"1254",2023-08-26,6897,6414
"1255",2023-08-27,6753,7222
"1256",2023-08-28,6066,7106
"1257",2023-08-29,5918,6020
"1258",2023-08-30,7205,7375
"1259",2023-08-31,6607,6494
"1260",2023-09-01,6803,6751
"1261",2023-09-02,6492,6432
"1262",2023-09-03,6590,7182
"1263",2023-09-04,6000,6963
"1264",2023-09-05,6053,6344
"1265",2023-09-06,6798,8243
"1266",2023-09-07,6446,6099
"1267",2023-09-08,6949,6813
"1268",2023-09-09,6078,6294
"1269",2023-09-10,6333,7046
"1270",2023-09-11,5989,6978
"1271",2023-09-12,5853,6148
"1272",2023-09-13,7407,7331
"1273",2023-09-14,6707,5954
"1274",2023-09-15,7335,6622
"1275",2023-09-16,6170,6103
"1276",2023-09-17,6706,7596
"1277",2023-09-18,6143,7345
"1278",2023-09-19,5777,6464
"1279",2023-09-20,7451,7537
"1280",2023-09-21,6617,6392
"1281",2023-09-22,6865,6421
"1282",2023-09-23,6817,6345
"1283",2023-09-24,7057,6832
"1284",2023-09-25,6580,6800
"1285",2023-09-26,6020,5138
"1286",2023-09-27,5468,5086
"1287",2023-09-28,6914,6659
"1288",2023-09-29,5778,6324
"1289",2023-09-30,5830,6056
"1290",2023-10-01,7837,8195
"1291",2023-10-02,6660,7640
"1292",2023-10-03,6012,6291
"1293",2023-10-04,7587,8586
"1294",2023-10-05,7284,7085
"1295",2023-10-06,7439,6376
"1296",2023-10-07,6300,6311
"1297",2023-10-08,7104,7744
"1298",2023-10-09,6236,7658
"1299",2023-10-10,6628,6610
"1300",2023-10-11,7812,7393
"1301",2023-10-12,7709,6668
"1302",2023-10-13,7757,6335
"1303",2023-10-14,6160,6607
"1304",2023-10-15,7015,7641
"1305",2023-10-16,6511,7571
"1306",2023-10-17,6138,6899
"1307",2023-10-18,7552,7421
"1308",2023-10-19,6972,6450
"1309",2023-10-20,7548,6794
"1310",2023-10-21,5861,6148
"1311",2023-10-22,6330,7668
"1312",2023-10-23,6489,7517
"1313",2023-10-24,6252,6253
"1314",2023-10-25,7732,7491
"1315",2023-10-26,8761,7314
"1316",2023-10-27,7112,7174
"1317",2023-10-28,6580,7750
"1318",2023-10-29,6464,6712
"1319",2023-10-30,6836,7966
"1320",2023-10-31,5838,6717
"1321",2023-11-01,7150,7230
"1322",2023-11-02,7761,6976
"1323",2023-11-03,7879,6496
"1324",2023-11-04,6460,6389
"1325",2023-11-05,6511,7494
"1326",2023-11-06,6768,7950
"1327",2023-11-07,6174,6377
"1328",2023-11-08,7385,7191
"1329",2023-11-09,7617,6713
"1330",2023-11-10,7663,7226
"1331",2023-11-11,5738,6523
"1332",2023-11-12,6566,7972
"1333",2023-11-13,6759,7947
"1334",2023-11-14,6053,5956
"1335",2023-11-15,7879,7733
"1336",2023-11-16,7720,7321
"1337",2023-11-17,7295,7119
"1338",2023-11-18,6194,7087
"1339",2023-11-19,6960,8346
"1340",2023-11-20,7232,8481
"1341",2023-11-21,5863,5957
"1342",2023-11-22,7305,7168
"1343",2023-11-23,7102,6876
"1344",2023-11-24,7741,6904
"1345",2023-11-25,6451,7681
"1346",2023-11-26,7418,8166
"1347",2023-11-27,7552,8489
"1348",2023-11-28,6072,6517
"1349",2023-11-29,6937,6777
"1350",2023-11-30,7517,6697
"1351",2023-12-01,6909,6999
"1352",2023-12-02,5450,5915
"1353",2023-12-03,6313,6850
"1354",2023-12-04,6038,7399
"1355",2023-12-05,5936,5879
"1356",2023-12-06,7623,7275
"1357",2023-12-07,7175,6443
"1358",2023-12-08,7720,6699
"1359",2023-12-09,6607,6952
"1360",2023-12-10,7938,7694
"1361",2023-12-11,6936,7220
"1362",2023-12-12,5660,5614
"1363",2023-12-13,8060,6865
"1364",2023-12-14,7359,6941
"1365",2023-12-15,8187,7054
"1366",2023-12-16,7762,7224
"1367",2023-12-17,8262,7801
"1368",2023-12-18,0,0
"1369",2023-12-19,5734,5129
"1370",2023-12-20,9320,7604
"1371",2023-12-21,8716,7009
"1372",2023-12-22,9375,6935
"1373",2023-12-23,9599,7782
"1374",2023-12-24,7570,6059
"1375",2023-12-25,6668,5808
"1376",2023-12-26,6838,6597
"1377",2023-12-27,6459,6494
"1378",2023-12-28,6077,6155
"1379",2023-12-29,6135,5723
"1380",2023-12-30,5928,5895
"1381",2023-12-31,4530,5203
"1382",2024-01-01,4960,6568
"1383",2024-01-02,6053,7939
"1384",2024-01-03,5984,8187
"1385",2024-01-04,5564,6920
"1386",2024-01-05,5748,4320
"1387",2024-01-06,4131,5777
"1388",2024-01-07,6108,8328
"1389",2024-01-08,4564,5939
"1390",2024-01-09,3909,3226
"1391",2024-01-10,6243,7221
"1392",2024-01-11,5746,6572
"1393",2024-01-12,6227,4431
"1394",2024-01-13,5137,3461
"1395",2024-01-14,5501,6732
"1396",2024-01-15,5917,7205
"1397",2024-01-16,0,0
"1398",2024-01-17,4594,3275
"1399",2024-01-18,6036,6273
"1400",2024-01-19,6853,6027
"1401",2024-01-20,5675,3447
"1402",2024-01-21,5230,2928
"1403",2024-01-22,5676,5795
"1404",2024-01-23,5390,5671
"1405",2024-01-24,6608,4051
"1406",2024-01-26,5882,5595
"1407",2024-01-27,5184,3959
"1408",2024-01-28,6497,4114
"1409",2024-01-29,5602,3193
"1410",2024-01-30,4813,5449
"1411",2024-01-31,6585,3844
"1412",2024-02-01,5489,2478
"1413",2024-02-02,6299,3200
"1414",2024-02-03,3902,1944
"1415",2024-02-04,6883,3750
"1416",2024-02-05,6504,3545
"1417",2024-02-06,0,0
"1418",2024-02-07,4286,2109
"1419",2024-02-08,7941,3109
"1420",2024-02-09,0,0
"1421",2024-02-10,3753,2558
"1422",2024-02-11,4919,5735
"1423",2024-02-12,5270,7209
"1424",2024-02-13,0,0
"1425",2024-02-14,4277,2058
"1426",2024-02-15,5582,5114
"1427",2024-02-16,6134,3022
"1428",2024-02-17,2844,3479
"1429",2024-02-18,6977,3533
"1430",2024-02-19,6548,6816
"1431",2024-02-20,6068,5607
"1432",2024-02-21,6441,5599
"1433",2024-02-22,6951,2570
"1434",2024-02-23,7408,6586
"1435",2024-02-24,6441,3545
"1436",2024-02-25,7254,3995
"1437",2024-02-26,6946,3599
"1438",2024-02-27,6159,6148
"1439",2024-02-28,7507,7522
"1440",2024-02-29,7637,2770
"1441",2024-03-01,4238,4448
"1442",2024-03-06,8068,7839
"1443",2024-03-07,7617,7446
"1444",2024-03-08,8268,7940
"1445",2024-03-09,7138,6657
"1446",2024-03-10,5921,6775
"1447",2024-03-11,4586,5221
"1448",2024-03-12,5092,5853
"1449",2024-03-13,4332,4296
"1450",2024-03-14,4361,5123
"1451",2024-03-15,4864,4742
"1452",2024-03-16,5298,5761
"1453",2024-03-17,4433,4610
"1454",2024-03-18,4141,4443
"1455",2024-03-19,4817,4348
"1456",2024-03-20,6470,5689
"1457",2024-03-21,4608,3504
"1458",2024-03-24,5031,4834
"1459",2024-03-25,5251,5271
"1460",2024-03-26,4920,4344
"1461",2024-03-27,6587,5269
"1462",2024-03-28,6887,4698
"1463",2024-03-29,6708,5626
"1464",2024-03-30,6732,4943
"1465",2024-03-31,7420,5522
"1466",2024-04-01,8625,5537
"1467",2024-04-02,10456,4944
"1468",2024-04-03,11935,5008
"1469",2024-04-04,12658,5386
"1470",2024-04-05,13869,6748
"1471",2024-04-06,13608,8087
"1472",2024-04-07,13542,6362
"1473",2024-04-08,13823,5498
"1474",2024-04-09,12143,4233
"1475",2024-04-10,7464,2932
"1476",2024-04-11,5652,3059
"1477",2024-04-12,7118,5438
"1478",2024-04-13,6533,6785
"1479",2024-04-14,9460,10768
"1480",2024-04-15,10564,12414
"1481",2024-04-16,8951,11584
"1482",2024-04-17,8303,10568
"1483",2024-04-18,7667,10015
"1484",2024-04-19,7867,10015
"1485",2024-04-20,8986,11172
"1486",2024-04-21,9329,12175
"1487",2024-04-22,7476,10301
"1488",2024-04-23,6516,9906
"1489",2024-04-24,7510,11029
"1490",2024-04-25,6504,9662
"1491",2024-04-26,6921,9696
"1492",2024-04-27,6925,9830
"1493",2024-04-28,7211,10425
"1494",2024-04-29,6042,10514
"1495",2024-04-30,6824,9615
"1496",2024-05-01,7481,10037
"1497",2024-05-02,6243,8902
"1498",2024-05-03,6806,9896
"1499",2024-05-04,6079,9135
"1500",2024-05-05,7114,10244
"1501",2024-05-06,6918,9707
"1502",2024-05-07,6371,8070
"1503",2024-05-08,8333,9882
"1504",2024-05-09,7649,8589
"1505",2024-05-10,5935,7768
"1506",2024-05-11,5512,7064
"1507",2024-05-12,7406,9158
"1508",2024-05-13,6639,8963
"1509",2024-05-14,6110,7615
"1510",2024-05-15,7591,8484
"1511",2024-05-16,7293,7579
"1512",2024-05-17,7809,8618
"1513",2024-05-18,6812,7185
"1514",2024-05-19,6472,8502
"1515",2024-05-20,7340,7960
"1516",2024-05-21,5838,6617
"1517",2024-05-22,8335,6910
"1518",2024-05-23,7643,6780
"1519",2024-05-24,5961,6886
"1520",2024-05-25,5485,5944
"1521",2024-05-26,7210,9147
"1522",2024-05-27,6593,7933
"1523",2024-05-28,5252,7468
"1524",2024-05-29,5872,6372
"1525",2024-05-30,6861,6985
"1526",2024-05-31,7348,6557
"1527",2024-06-01,6567,6581
"1528",2024-06-02,6583,8011
"1529",2024-06-03,6145,8653
"1530",2024-06-04,6290,7102
"1531",2024-06-05,8590,7123
"1532",2024-06-06,9284,6460
"1533",2024-06-07,9039,6594
"1534",2024-06-08,7837,6386
"1535",2024-06-09,8313,7314
"1536",2024-06-10,8078,7830
"1537",2024-06-11,7071,6854
"1538",2024-06-12,8493,7680
"1539",2024-06-13,8095,6794
"1540",2024-06-14,10207,7767
"1541",2024-06-15,9389,7196
"1542",2024-06-16,9041,5867
"1543",2024-06-17,5820,4095
"1544",2024-06-18,6921,6374
"1545",2024-06-19,8334,8329
"1546",2024-06-20,7915,7509
"1547",2024-06-21,8474,7339
"1548",2024-06-22,7772,8220
"1549",2024-06-23,8721,9239
"1550",2024-06-24,8708,9435
"1551",2024-06-25,7760,8793
"1552",2024-06-26,9377,9755
"1553",2024-06-27,8656,8629
"1554",2024-06-28,9222,9866
"1555",2024-06-29,7992,8894
"1556",2024-06-30,9073,9941
"1557",2024-07-01,7859,9704
"1558",2024-07-02,8369,9132
"1559",2024-07-03,9057,9662
"1560",2024-07-04,8377,9510
"1561",2024-07-05,9329,9651
"1562",2024-07-06,8191,9131
"1563",2024-07-07,8058,9921
"1564",2024-07-08,8044,10612
"1565",2024-07-09,7680,9425
"1566",2024-07-10,8878,10346
"1567",2024-07-11,8465,10188
"1568",2024-07-12,8666,9574
"1569",2024-07-13,7785,10427
"1570",2024-07-14,8015,10611
"1571",2024-07-15,7298,10445
"1572",2024-07-16,6803,8488
"1573",2024-07-17,3683,3236
"1574",2024-07-18,6738,7899
"1575",2024-07-19,8762,7965
"1576",2024-07-20,7132,8473
"1577",2024-07-21,7513,8757
"1578",2024-07-22,7016,8298
"1579",2024-07-23,6588,6928
"1580",2024-07-24,7721,8209
"1581",2024-07-25,6961,7761
"1582",2024-07-26,7462,8096
"1583",2024-07-27,6835,7196
"1584",2024-07-28,7326,7585
"1585",2024-07-29,6861,7289
"1586",2024-07-30,6093,6337
"1587",2024-07-31,7790,7307
"1588",2024-08-01,7148,6675
"1589",2024-08-02,7652,6539
"1590",2024-08-03,7014,6615
"1591",2024-08-04,6693,7045
"1592",2024-08-05,6758,7465
"1593",2024-08-06,6636,7142
"1594",2024-08-07,7512,7413
"1595",2024-08-08,7428,6780
"1596",2024-08-09,8062,7673
"1597",2024-08-10,7966,7701
"1598",2024-08-11,7873,8496
"1599",2024-08-12,7758,8473
"1600",2024-08-13,7515,6488
"1601",2024-08-14,7841,6895
"1602",2024-08-15,7232,6570
"1603",2024-08-16,8058,6946
"1604",2024-08-17,6306,5037
"1605",2024-08-18,8640,7278
"1606",2024-08-19,8614,7670
"1607",2024-08-20,7702,6907
"1608",2024-08-21,8033,7226
"1609",2024-08-22,7779,6748
"1610",2024-08-23,8586,7834
"1611",2024-08-24,7523,7305
"1612",2024-08-25,7687,8202
"1613",2024-08-26,7469,8357
"1614",2024-08-27,7355,7231
"1615",2024-08-28,7705,7509
"1616",2024-08-29,7148,6986
"1617",2024-08-30,8197,7836
"1618",2024-08-31,7473,7312
"1619",2024-09-01,7588,8107
"1620",2024-09-02,7276,8279
"1621",2024-09-03,6417,6891
"1622",2024-09-04,7491,7996
"1623",2024-09-05,7464,7601
"1624",2024-09-06,8052,8567
"1625",2024-09-07,7540,8638
"1626",2024-09-08,7632,8550
"1627",2024-09-09,8049,8162
"1628",2024-09-10,7812,7155
"1629",2024-09-11,9704,9211
"1630",2024-09-12,8618,8204
"1631",2024-09-13,10951,8713
"1632",2024-09-14,9038,8271
"1633",2024-09-15,7594,7054
"1634",2024-09-16,9895,9192
"1635",2024-09-17,7780,8141
"1636",2024-09-18,8053,8122
"1637",2024-09-19,6900,7385
"1638",2024-09-20,7610,7546
"1639",2024-09-21,6664,7679
"1640",2024-09-22,6696,8721
"1641",2024-09-23,6636,7962
"1642",2024-09-24,6579,7431
"1643",2024-09-25,8408,8289
"1644",2024-09-26,7297,7072
"1645",2024-09-27,8976,7716
"1646",2024-09-28,7281,7255
"1647",2024-09-29,7486,8194
"1648",2024-09-30,7139,8341
