,0
0,0.011584117831439237
1,0.014393824926591225
2,0.015737000339877263
3,0.01667494238883921
4,0.01713862237750836
5,0.017145545735129827
6,0.01663946950337164
7,2.6009504067959552
8,-0.6962336031470848
9,-0.3474417465502656
10,-0.2260463565362684
11,-0.6204840407281998
12,-0.01334066966572848
13,0.7280078335069367
14,0.8154339533497772
15,-0.5422370568492234
16,-1.13636637017764
17,-0.11945410248709115
18,0.870911527879655
19,1.638462350605978
20,0.20659154930868528
21,-1.1493827151329241
22,0.53220987580585
23,-0.4992168042393712
24,-0.10535809074258137
25,-0.4410632209338792
26,-0.6980753150739927
27,0.4268236623734511
28,0.7734698267947904
29,-0.14127298476273806
30,0.06660733712218339
31,0.07179072234781052
32,-0.5085452115337907
33,-0.7397816983961107
34,-0.09842272518197752
35,1.5680442801828711
36,-0.1694904046064378
37,-3.127972056127969
38,1.044140840401126
39,0.27412855299083094
40,0.1078317137574153
41,0.17358301765606687
42,0.7504351952836139
43,-0.2167520667622787
44,0.42104697168532373
45,0.9344576426419338
46,0.16461209533072801
47,0.4665418047335697
48,0.24743105673436377
49,1.120349967711598
50,0.012882449558596538
51,1.749865310765078
52,0.2013219317372592
53,-0.3690261803590625
54,-0.10880943278643387
55,1.3977443834534433
56,-0.2863796399831617
57,0.038454375400325154
58,0.6108585241779182
59,-1.3013275952148977
60,-0.8828276217494644
61,0.16663605766777223
62,-0.13235456629400702
63,0.22367540395683103
64,0.4596511387310282
65,0.5468482098996892
66,0.1894518411360097
67,-0.10396839558828627
68,0.4787198523085159
69,0.36893083348174327
70,0.4038137703079768
71,1.0207445786499791
72,0.5584526993358828
73,0.5687153940326833
74,0.49333326982691844
75,0.3043938354589367
76,-0.40537302021252425
77,-1.160887735999227
78,-0.2717385356395596
79,0.04572022680498947
80,-1.5241525337026645
81,-3.122242403733056
82,-1.198264719750291
83,-0.31770318290813143
84,0.5973565484386608
85,0.09743419327379277
86,-0.6181002908028825
87,-0.6057748478838975
88,0.26017692670056325
89,-0.7594966583348929
90,-0.8582835473356534
91,-1.5074720100886296
92,-0.511174723058207
93,0.2985971448359168
94,0.22326546312287818
95,1.1237543584844252
96,-1.1485550634848423
97,-0.8223194822385826
98,0.7721567623867581
99,0.6633460110536619
100,-0.3437656652614827
101,0.47260219053777514
102,1.3548146901640963
103,3.0549405022630705
104,1.604503542322718
105,0.33385172143739844
106,0.10283227065529736
107,1.5325476524620212
108,0.9360470134369443
109,0.010987554927559066
110,-1.8256392616688264
111,-3.166306556817841
112,-0.2639281699541943
113,0.5432923918789927
114,0.8430537443393926
115,0.4694866755531844
116,0.10150752539124137
117,0.8485565979724797
118,1.76563688113112
119,1.326116761071416
120,0.8333198021188183
121,-0.4532898056425865
122,-0.42402137291875575
123,0.05283976139230698
124,0.4423558435161439
125,0.3666450084785836
126,0.5442941241221656
127,-0.8234470336068594
128,-0.01223709270473823
129,0.48053421776704747
130,0.2699591313443326
131,0.5237845447051728
132,0.24340116883989601
133,0.9685239933307496
134,0.21607016587452357
135,-0.3445973998687613
136,2.1094019290278516
137,0.757326118025279
138,-1.6806252962865276
139,-0.3890376765119527
140,0.9815837763627234
141,0.06860889207626755
142,-0.8442852743497876
143,-0.25324261847991963
144,0.4203574402822645
145,0.612897317869045
146,-0.9691162659095974
147,1.1843139402943366
148,-0.5325053552353367
