passenger
0.0
1732.0
2377.0
2843.0
3054.0
2972.0
2541.0
3302.0
2140.0
2506.0
2691.0
2004.0
2173.0
2485.0
2800.0
1875.0
1264.0
2007.0
2801.0
4280.0
3398.0
1477.0
2757.0
1708.0
2284.0
1918.0
1911.0
2355.0
2314.0
2015.0
1939.0
2407.0
1862.0
1746.0
1811.0
2820.0
2060.0
-1391.0
3219.0
2664.0
2830.0
2830.0
3392.0
2595.0
2335.0
4157.0
3572.0
4069.0
3829.0
4479.0
3727.0
4554.0
5114.0
4072.0
4267.0
5364.0
4187.0
3976.0
3912.0
3408.0
2444.0
3318.0
3082.0
3184.0
3197.0
3026.0
3870.0
3171.0
3887.0
3935.0
3919.0
4330.0
3969.0
5089.0
4692.0
4951.0
4311.0
3237.0
3200.0
2914.0
2488.0
-1109.0
-1909.0
-1142.0
720.0
429.0
-746.0
-78.0
89.0
-403.0
-739.0
-1732.0
-1525.0
-908.0
273.0
839.0
-622.0
-858.0
827.0
1307.0
293.0
1940.0
2600.0
5844.0
8202.0
7110.0
6441.0
8606.0
10034.0
7934.0
4270.0
-2713.0
-325.0
2877.0
4698.0
5784.0
4573.0
6026.0
8101.0
9928.0
10506.0
7436.0
7512.0
7001.0
7357.0
6931.0
7280.0
5968.0
5789.0
6904.0
6034.0
6258.0
5784.0
6580.0
6233.0
5355.0
8016.0
7338.0
4401.0
4321.0
6364.0
5650.0
4043.0
5151.0
5005.0
5206.0
3614.0
5733.0
4387.0
5195.0
6631.0
6497.0
3122.0
1458.0
4977.0
5866.0
2931.0
4777.0
3561.0
3718.0
4431.0
4952.0
4430.0
3757.0
6968.0
7054.0
6443.0
7334.0
8430.0
6759.0
6782.0
7895.0
7237.0
7812.0
8103.0
9207.0
7647.0
1658.0
6899.0
594.0
4198.0
4106.0
7446.0
6566.0
6350.0
8867.0
8099.0
7918.0
7321.0
8021.0
7753.0
8429.0
9312.0
8028.0
7220.0
7506.0
7404.0
3898.0
4657.0
7089.0
5167.0
4181.0
5306.0
6418.0
5340.0
5067.0
4830.0
4106.0
4143.0
3504.0
3627.0
3382.0
2758.0
4400.0
2697.0
3021.0
3045.0
4009.0
3897.0
1093.0
3824.0
3891.0
3627.0
3347.0
4423.0
3383.0
1705.0
3018.0
966.0
1135.0
1898.0
4066.0
4258.0
4133.0
4501.0
3117.0
3268.0
3424.0
4075.0
3285.0
2038.0
4671.0
3198.0
3639.0
3021.0
3852.0
3032.0
2454.0
5094.0
2603.0
3847.0
2448.0
3445.0
3025.0
2062.0
4777.0
2725.0
4001.0
2315.0
4354.0
3575.0
2345.0
5098.0
3127.0
3377.0
3218.0
3951.0
3423.0
1215.0
615.0
3625.0
2134.0
1930.0
6101.0
4430.0
2475.0
6357.0
4535.0
3950.0
2742.0
4947.0
4014.0
3368.0
5321.0
4492.0
4226.0
2935.0
4822.0
4254.0
3209.0
5168.0
3598.0
4506.0
2175.0
4200.0
4214.0
2690.0
5394.0
6269.0
4470.0
4487.0
3321.0
4953.0
2727.0
4548.0
4910.0
4528.0
3028.0
4211.0
4876.0
2698.0
4699.0
4423.0
5001.0
2391.0
4637.0
4834.0
2122.0
5732.0
5185.0
4600.0
3455.0
5473.0
5878.0
1991.0
4691.0
4176.0
4870.0
4338.0
5807.0
6267.0
2816.0
3918.0
4395.0
4083.0
1550.0
3332.0
3630.0
1993.0
5057.0
3800.0
4577.0
3730.0
5821.0
4330.0
1429.0
5096.0
4524.0
5522.0
5231.0
6312.0
3703.0
1070.0
7149.0
6028.0
6616.0
7688.0
3934.0
2797.0
3756.0
3320.0
2605.0
2238.0
2211.0
118.0
1928.0
4420.0
4625.0
2936.0
523.0
370.0
4910.0
945.0
-2481.0
3917.0
2799.0
1142.0
-901.0
2769.0
3667.0
1061.5
-1539.0
2891.0
3418.0
-349.0
-1344.0
1989.0
1562.0
1159.0
4490.5
1978.0
-381.0
1116.0
-694.0
733.0
903.0
-1549.0
-48.0
-3677.0
1144.0
495.0
-1335.0
-3172.0
1451.0
-942.5
-3310.0
1030.0
2823.0
-203.0
-3280.0
1120.0
-413.0
-3213.0
923.0
3787.0
2063.0
2428.0
-88.0
4387.0
440.0
1657.0
914.0
2667.0
5379.0
749.0
-1001.0
4296.5
4271.5
4299.5
4300.5
6229.0
5378.0
6517.0
4110.0
2977.0
93.0
1241.0
-1074.0
-241.0
-121.0
1327.0
-708.0
-1148.0
-532.0
2473.0
-1567.0
4279.5
4243.5
137.0
818.0
-445.0
2188.0
1881.0
2646.0
1991.0
3274.0
4502.0
5741.0
7282.0
8357.0
10909.0
11958.0
10166.0
9574.0
6638.0
659.0
-956.0
2817.0
3599.0
10511.0
13258.0
10810.0
9191.0
7988.0
8186.0
10438.0
11808.0
8077.0
6704.0
8813.0
6419.0
6895.0
7003.0
7877.0
6805.0
6686.0
7753.0
5394.0
6927.0
5397.0
7533.0
6820.0
4664.0
8417.0
6408.0
3901.0
2769.0
6749.0
5773.0
3919.0
6274.0
5079.0
6625.0
4164.0
5149.0
5458.0
2610.0
5390.0
4592.0
3004.0
1567.0
6509.0
4624.0
2837.0
2317.0
3943.0
3990.0
3212.0
4652.0
4839.0
3427.0
5774.0
5788.0
5674.0
4250.0
5670.0
5976.0
3988.0
6250.0
4943.0
8028.0
6611.0
4950.0
-28.0
3292.0
6728.0
5493.0
5862.0
6043.0
8031.0
8185.0
6591.0
9162.0
7315.0
9102.0
6940.0
9095.0
7616.0
7569.0
8768.0
7945.0
9061.0
7412.0
8072.0
8745.0
7196.0
9318.0
8744.0
8311.0
8295.0
8723.0
7827.0
5376.0
-2999.0
4764.0
6924.0
5799.0
6362.0
5375.0
3571.0
5974.0
4763.0
5604.0
4100.0
4981.0
4216.0
2492.0
5154.0
