Tanggal;ID Prasarana;Prasarana;Penumpang Berangkat;Penumpang Berangkat Domestik;Penumpang Berangkat Internasional;Penumpang Tiba;Penumpang Tiba Domestik;Penumpang Tiba Internasional;Pesawat Tiba Domestik;Pesawat Tiba Internasional;Pesawat Berangkat Domestik;Pesawat Berangkat Internasional
10/12/2023;SOQ;Domine Eduard Osok;2196;2196;0;1911;1911;0;14;0;14;0
10/12/2023;SRG;Ahmad Yani;3398;3398;0;3028;3028;0;22;0;23;0
10/12/2023;SUB;Juanda;20228;17106;3122;19193;15656;3537;109;21;106;23
10/12/2023;TIM;TIMIKA;1143;1143;0;920;920;0;13;0;10;0
10/12/2023;TJQ;H. A. S. Hanandjoeddin;796;796;0;640;640;0;6;0;6;0
10/12/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );275;275;0;400;400;0;4;0;3;0
10/12/2023;TTE;Sultan Babullah;1056;1056;0;1293;1293;0;18;0;16;0
10/12/2023;UPG;Sultan Hasanuddin;15378;15108;270;15845;15596;249;105;2;107;2
10/12/2023;YIA;New Yogyakarta International Airport;7755;7003;752;6500;5642;858;40;7;40;6
11/12/2023;AAP;APT Pranoto;1246;1246;0;1319;1319;0;12;0;12;0
11/12/2023;AMQ;Pattimura;1185;1185;0;1065;1065;0;12;0;12;0
11/12/2023;BDJ;Syamsudin Noor;3634;3634;0;4029;4029;0;33;0;32;0
11/12/2023;BDO;Husein Sastranegara;0;0;0;0;0;0;0;0;0;0
11/12/2023;BIK;Frans Kaisiepo;451;451;0;293;293;0;5;0;5;0
11/12/2023;BMU;Sultan Mahmud Salahudiin;262;262;0;208;208;0;5;0;5;0
11/12/2023;BPN;Sepinggan;6936;6758;178;7220;7171;49;59;1;60;1
11/12/2023;BTH;Hang Nadim;4504;4447;57;5482;5422;60;36;1;36;1
11/12/2023;BTJ;Sultan Iskandar Muda;1022;743;279;965;790;175;8;2;8;2
11/12/2023;BWX;Banyuwangi;245;245;0;395;395;0;4;0;4;0
11/12/2023;CGK;Soekarno-Hatta;78954;57203;21751;74411;53725;20686;365;123;366;126
11/12/2023;DJB;Sultan Thaha Syaifuddin;1236;1236;0;1307;1307;0;12;0;12;0
11/12/2023;DJJ;Sentani;2673;2673;0;2858;2858;0;81;0;83;0
11/12/2023;DPS;Ngurah Rai;32376;15331;17045;29334;14009;15325;97;94;98;94
11/12/2023;DTB;Sisingamangaraja XII;549;549;0;754;754;0;5;0;5;0
11/12/2023;GTO;Djalaluddin;477;477;0;514;514;0;3;0;3;0
11/12/2023;HLP;Halim Perdana Kusuma;3;3;0;0;0;0;3;0;6;0
11/12/2023;JOG;Adi Sucipto;184;184;0;192;192;0;3;0;3;0
11/12/2023;KDI;Haluoleo;1516;1516;0;1954;1954;0;14;0;14;0
11/12/2023;KJT;Kertajati;480;480;0;509;509;0;4;0;4;0
11/12/2023;KNO;Kuala Namu;9137;6442;2695;8785;6797;1988;53;20;54;21
11/12/2023;KOE;El tari;1373;1373;0;1781;1781;0;17;0;17;0
11/12/2023;LBJ;Komodo;1013;1013;0;1369;1369;0;12;0;12;0
11/12/2023;LOP;Internasional Lombok;3542;3151;391;3353;2951;402;39;3;40;3
11/12/2023;MDC;Sam Ratulangi;2381;2225;156;2696;2532;164;21;2;22;1
11/12/2023;MKQ;Mopah;582;582;0;609;609;0;17;0;18;0
11/12/2023;MKW;Rendani;705;705;0;679;679;0;8;0;8;0
11/12/2023;MLG;Abdul Rachman Saleh;769;769;0;917;917;0;7;0;7;0
11/12/2023;PDG;Internasional Minangkabau;3261;2756;505;2878;2508;370;19;4;19;4
11/12/2023;PGK;Depati Amir;1821;1821;0;1536;1536;0;14;0;13;0
11/12/2023;PKN;Iskandar;539;539;0;504;504;0;5;0;5;0
11/12/2023;PKU;Sultan Syarif Kasim II;3755;3120;635;4068;3413;655;25;7;27;6
11/12/2023;PKY;Tjilik Riwut;1037;1037;0;1174;1174;0;12;0;13;0
11/12/2023;PLM;Sultan Mahmud Badaruddin II;4234;4234;0;3851;3851;0;25;0;26;0
11/12/2023;PLW;Mutiara Sis Al Jufri;1093;1093;0;1318;1318;0;11;0;11;0
11/12/2023;PNK;Supadio;3058;3058;0;2977;2977;0;21;0;22;0
11/12/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
11/12/2023;SOC;Adi Sumarmo;1286;1286;0;1194;1194;0;12;0;11;0
11/12/2023;SOQ;Domine Eduard Osok;1999;1999;0;1914;1914;0;18;0;18;0
11/12/2023;SRG;Ahmad Yani;2849;2849;0;2977;2977;0;22;0;21;0
11/12/2023;SUB;Juanda;19366;16418;2948;18849;15795;3054;108;20;107;19
11/12/2023;TIM;TIMIKA;943;943;0;800;800;0;44;0;44;0
11/12/2023;TJQ;H. A. S. Hanandjoeddin;740;740;0;803;803;0;6;0;5;0
11/12/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );394;394;0;379;379;0;3;0;3;0
11/12/2023;TTE;Sultan Babullah;1032;1032;0;1150;1150;0;19;0;20;0
11/12/2023;UPG;Sultan Hasanuddin;14406;13422;984;13889;13509;380;103;3;104;5
11/12/2023;YIA;New Yogyakarta International Airport;4787;4784;3;4797;4788;9;33;1;33;1
12/12/2023;AAP;APT Pranoto;1143;1143;0;1005;1005;0;11;0;11;0
12/12/2023;AMQ;Pattimura;1195;1195;0;1058;1058;0;12;0;13;0
12/12/2023;BDJ;Syamsudin Noor;3687;3687;0;3761;3761;0;31;0;32;0
12/12/2023;BDO;Husein Sastranegara;0;0;0;0;0;0;1;0;0;0
12/12/2023;BIK;Frans Kaisiepo;443;443;0;433;433;0;6;0;6;0
12/12/2023;BMU;Sultan Mahmud Salahudiin;116;116;0;223;223;0;4;0;4;0
12/12/2023;BPN;Sepinggan;5660;5636;24;5614;5614;0;45;6;44;6
12/12/2023;BTH;Hang Nadim;3972;3922;50;4809;4746;63;28;3;28;3
12/12/2023;BTJ;Sultan Iskandar Muda;1269;1015;254;1073;900;173;12;2;12;2
12/12/2023;BWX;Banyuwangi;141;141;0;145;145;0;2;0;2;0
12/12/2023;CGK;Soekarno-Hatta;72084;52224;19860;70826;52079;18747;343;131;347;122
12/12/2023;DJB;Sultan Thaha Syaifuddin;1280;1280;0;1196;1196;0;11;0;11;0
12/12/2023;DJJ;Sentani;3143;3143;0;3307;3307;0;88;0;86;0
12/12/2023;DPS;Ngurah Rai;30437;14412;16025;27370;13669;13701;93;90;91;91
12/12/2023;DTB;Sisingamangaraja XII;377;377;0;523;523;0;3;0;3;0
12/12/2023;GTO;Djalaluddin;404;404;0;459;459;0;3;0;3;0
12/12/2023;HLP;Halim Perdana Kusuma;0;0;0;0;0;0;6;0;5;0
12/12/2023;JOG;Adi Sucipto;203;203;0;205;205;0;4;0;4;0
12/12/2023;KDI;Haluoleo;1524;1524;0;1564;1564;0;11;0;11;0
12/12/2023;KJT;Kertajati;649;649;0;542;542;0;4;0;5;0
12/12/2023;KNO;Kuala Namu;8704;5907;2797;9007;6924;2083;50;20;51;20
12/12/2023;KOE;El tari;1608;1608;0;1743;1743;0;19;0;19;0
12/12/2023;LBJ;Komodo;588;588;0;722;722;0;7;0;7;0
12/12/2023;LOP;Internasional Lombok;2474;2223;251;2483;2230;253;33;2;33;2
12/12/2023;MDC;Sam Ratulangi;2392;1993;399;1759;1550;209;17;2;19;2
12/12/2023;MKQ;Mopah;576;576;0;526;526;0;17;0;17;0
12/12/2023;MKW;Rendani;1117;1117;0;935;935;0;8;0;8;0
12/12/2023;MLG;Abdul Rachman Saleh;430;430;0;604;604;0;4;0;4;0
12/12/2023;PDG;Internasional Minangkabau;2911;2434;477;3152;2349;803;18;5;18;4
12/12/2023;PGK;Depati Amir;1744;1744;0;1449;1449;0;13;0;14;0
12/12/2023;PKN;Iskandar;309;309;0;286;286;0;3;0;3;0
12/12/2023;PKU;Sultan Syarif Kasim II;3581;2999;582;3871;3362;509;25;6;24;7
12/12/2023;PKY;Tjilik Riwut;1017;1017;0;751;751;0;9;0;11;0
12/12/2023;PLM;Sultan Mahmud Badaruddin II;3566;3566;0;3391;3391;0;24;0;22;0
12/12/2023;PLW;Mutiara Sis Al Jufri;1108;1108;0;1046;1046;0;8;0;8;0
12/12/2023;PNK;Supadio;3351;3351;0;3182;3182;0;23;0;23;0
12/12/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
12/12/2023;SOC;Adi Sumarmo;1550;1550;0;1501;1501;0;14;0;15;0
12/12/2023;SOQ;Domine Eduard Osok;1746;1746;0;1703;1703;0;15;0;15;0
12/12/2023;SRG;Ahmad Yani;2189;2189;0;2484;2484;0;16;0;19;0
12/12/2023;SUB;Juanda;18373;15450;2923;18015;14849;3166;103;20;104;19
12/12/2023;TIM;TIMIKA;1153;1153;0;955;955;0;50;0;51;0
12/12/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );422;422;0;402;402;0;5;0;5;0
12/12/2023;TTE;Sultan Babullah;915;915;0;1053;1053;0;20;0;17;0
12/12/2023;UPG;Sultan Hasanuddin;13492;13246;246;14553;13421;1132;101;4;99;2
12/12/2023;YIA;New Yogyakarta International Airport;5283;4605;678;5332;4768;564;31;5;32;5
13/12/2023;AAP;APT Pranoto;1530;1530;0;1390;1390;0;12;0;12;0
13/12/2023;AMQ;Pattimura;1084;1084;0;1050;1050;0;10;0;10;0
13/12/2023;BDJ;Syamsudin Noor;4465;4465;0;4108;4108;0;32;0;33;0
13/12/2023;BIK;Frans Kaisiepo;362;362;0;310;310;0;4;0;4;0
13/12/2023;BPN;Sepinggan;8060;7897;163;6865;6778;87;59;2;58;2
13/12/2023;BTH;Hang Nadim;5335;5275;60;5767;5719;48;35;1;34;1
13/12/2023;BTJ;Sultan Iskandar Muda;1374;1042;332;1142;882;260;10;2;10;2
13/12/2023;BWX;Banyuwangi;277;277;0;343;343;0;3;0;3;0
13/12/2023;CGK;Soekarno-Hatta;82246;59493;22753;78752;60221;18531;382;129;384;132
13/12/2023;DJB;Sultan Thaha Syaifuddin;1424;1424;0;1413;1413;0;9;0;9;0
13/12/2023;DJJ;Sentani;2890;2890;0;3292;3292;0;87;0;90;0
13/12/2023;DPS;Ngurah Rai;28328;13738;14590;29127;14547;14580;91;87;89;89
13/12/2023;DTB;Sisingamangaraja XII;485;485;0;697;697;0;4;0;4;0
13/12/2023;GTO;Djalaluddin;525;525;0;489;489;0;4;0;4;0
13/12/2023;JOG;Adi Sucipto;211;211;0;209;209;0;4;0;4;0
13/12/2023;KDI;Haluoleo;1985;1985;0;1615;1615;0;13;0;13;0
13/12/2023;KJT;Kertajati;699;560;139;999;874;125;6;1;5;1
13/12/2023;KNO;Kuala Namu;9855;7241;2614;10015;7157;2858;51;21;52;20
13/12/2023;KOE;El tari;1886;1886;0;2077;2077;0;24;0;24;0
13/12/2023;LBJ;Komodo;1005;1005;0;1119;1119;0;10;0;10;0
13/12/2023;LOP;Internasional Lombok;3374;3011;363;3649;3289;360;44;3;44;3
13/12/2023;MDC;Sam Ratulangi;2894;2594;300;3198;2839;359;24;2;24;2
13/12/2023;MKQ;Mopah;622;622;0;590;590;0;13;0;14;0
13/12/2023;MLG;Abdul Rachman Saleh;820;820;0;880;880;0;7;0;6;0
13/12/2023;PDG;Internasional Minangkabau;3573;2984;589;3498;2973;525;19;4;19;4
13/12/2023;PGK;Depati Amir;1974;1974;0;1849;1849;0;15;0;15;0
13/12/2023;PKN;Iskandar;548;548;0;518;518;0;5;0;5;0
13/12/2023;PKU;Sultan Syarif Kasim II;4524;3806;718;4251;3689;562;29;6;28;5
13/12/2023;PNK;Supadio;3767;3767;0;3509;3509;0;28;0;27;0
13/12/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
13/12/2023;SOC;Adi Sumarmo;1388;1388;0;1312;1312;0;14;0;14;0
13/12/2023;SOQ;Domine Eduard Osok;2145;2145;0;2053;2053;0;19;0;19;0
13/12/2023;SRG;Ahmad Yani;3178;3178;0;3222;3222;0;23;0;24;0
13/12/2023;SUB;Juanda;19643;16259;3384;18876;15995;2881;108;19;104;19
13/12/2023;TIM;TIMIKA;1318;1318;0;1014;1014;0;54;0;53;0
13/12/2023;TJQ;H. A. S. Hanandjoeddin;951;951;0;982;982;0;6;0;6;0
13/12/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );461;461;0;493;493;0;5;0;5;0
13/12/2023;TTE;Sultan Babullah;1296;1296;0;1383;1383;0;23;0;28;0
13/12/2023;UPG;Sultan Hasanuddin;15416;15191;225;15243;15018;225;106;2;108;2
13/12/2023;YIA;New Yogyakarta International Airport;5837;5042;795;6686;5851;835;36;7;36;6
14/12/2023;AAP;APT Pranoto;1605;1605;0;1352;1352;0;15;0;15;0
14/12/2023;AMQ;Pattimura;1105;1105;0;1336;1336;0;14;0;13;0
14/12/2023;BDJ;Syamsudin Noor;5099;5099;0;4033;4033;0;38;0;38;0
14/12/2023;BEJ;Kalimarau;0;0;0;69;69;0;1;0;0;0
14/12/2023;BIK;Frans Kaisiepo;356;356;0;469;469;0;8;0;8;0
14/12/2023;BKS;Fatmawati Soekarno/Padang Kemiling;1030;1030;0;899;899;0;8;0;8;0
14/12/2023;BMU;Sultan Mahmud Salahudiin;250;250;0;165;165;0;4;0;4;0
14/12/2023;BPN;Sepinggan;7359;7359;0;6941;6941;0;60;2;62;1
14/12/2023;BTH;Hang Nadim;6236;6157;79;6184;6126;58;38;3;38;3
14/12/2023;BTJ;Sultan Iskandar Muda;1171;1016;155;934;800;134;11;1;11;1
14/12/2023;BWX;Banyuwangi;261;261;0;273;273;0;3;0;3;0
14/12/2023;CGK;Soekarno-Hatta;82319;59473;22846;75640;58196;17444;379;121;378;127
14/12/2023;DJB;Sultan Thaha Syaifuddin;1456;1456;0;1248;1248;0;10;0;10;0
14/12/2023;DJJ;Sentani;2737;2737;0;3010;3010;0;91;0;90;0
14/12/2023;DPS;Ngurah Rai;28610;13594;15016;31139;15059;16080;101;96;101;96
14/12/2023;DTB;Sisingamangaraja XII;412;412;0;521;521;0;3;0;3;0
14/12/2023;GTO;Djalaluddin;443;443;0;438;438;0;4;0;3;0
14/12/2023;HLP;Halim Perdana Kusuma;2129;2118;11;2500;2500;0;46;7;49;8
14/12/2023;JOG;Adi Sucipto;184;184;0;197;197;0;3;0;3;0
14/12/2023;KDI;Haluoleo;1827;1827;0;1446;1446;0;11;0;11;0
14/12/2023;KJT;Kertajati;777;777;0;614;614;0;5;0;6;0
14/12/2023;KNO;Kuala Namu;10006;7286;2720;10868;8264;2604;59;20;57;20
14/12/2023;KOE;El tari;1763;1763;0;1992;1992;0;19;0;21;0
14/12/2023;LBJ;Komodo;989;989;0;1342;1342;0;11;0;11;0
14/12/2023;LOP;Internasional Lombok;3387;3123;264;3457;3193;264;47;2;46;2
14/12/2023;MDC;Sam Ratulangi;2143;1976;167;2448;2264;184;18;1;17;1
14/12/2023;MKQ;Mopah;538;538;0;457;457;0;3;0;3;0
14/12/2023;MKW;Rendani;1145;1145;0;891;891;0;9;0;9;0
14/12/2023;MLG;Abdul Rachman Saleh;705;705;0;814;814;0;5;0;5;0
14/12/2023;PDG;Internasional Minangkabau;3668;3230;438;3664;3126;538;21;4;22;4
14/12/2023;PGK;Depati Amir;1984;1984;0;1817;1817;0;14;0;14;0
14/12/2023;PKN;Iskandar;310;310;0;271;271;0;3;0;3;0
14/12/2023;PKU;Sultan Syarif Kasim II;4379;3762;617;4068;3626;442;24;4;26;4
14/12/2023;PKY;Tjilik Riwut;828;828;0;949;949;0;10;0;9;0
14/12/2023;PLM;Sultan Mahmud Badaruddin II;3146;3146;0;2205;2205;0;15;0;19;0
14/12/2023;PNK;Supadio;3241;3241;0;2402;2402;0;18;0;22;0
14/12/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
14/12/2023;SOC;Adi Sumarmo;1260;1260;0;1218;1218;0;9;0;9;0
14/12/2023;SOQ;Domine Eduard Osok;2043;2043;0;1968;1968;0;18;0;18;0
14/12/2023;SRG;Ahmad Yani;3099;3099;0;3081;3081;0;23;0;24;0
14/12/2023;SUB;Juanda;20002;16280;3722;20492;16982;3510;113;21;113;21
14/12/2023;TIM;TIMIKA;858;858;0;705;705;0;42;0;42;0
14/12/2023;TJQ;H. A. S. Hanandjoeddin;81;81;0;793;793;0;5;0;5;0
14/12/2023;TKG;Radin Inten II;1639;1639;0;1524;1524;0;10;0;10;0
14/12/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );515;515;0;526;526;0;7;0;7;0
14/12/2023;TTE;Sultan Babullah;1325;1325;0;1261;1261;0;14;0;15;0
14/12/2023;UPG;Sultan Hasanuddin;15883;15646;237;16102;15895;207;109;2;108;2
14/12/2023;YIA;New Yogyakarta International Airport;5504;4986;518;6781;6206;575;37;4;37;4
15/12/2023;AAP;APT Pranoto;1668;1668;0;1277;1277;0;13;0;13;0
15/12/2023;AMQ;Pattimura;1041;1041;0;1244;1244;0;11;0;12;0
15/12/2023;BDJ;Syamsudin Noor;4778;4778;0;3830;3830;0;35;0;36;0
15/12/2023;BDO;Husein Sastranegara;0;0;0;0;0;0;2;0;2;0
15/12/2023;BEJ;Kalimarau;625;625;0;554;554;0;9;0;9;0
15/12/2023;BIK;Frans Kaisiepo;350;350;0;331;331;0;3;0;3;0
15/12/2023;BKS;Fatmawati Soekarno/Padang Kemiling;0;0;0;0;0;0;6;0;6;0
15/12/2023;BMU;Sultan Mahmud Salahudiin;226;226;0;267;267;0;5;0;5;0
15/12/2023;BPN;Sepinggan;8187;8028;159;7054;6897;157;67;2;61;2
15/12/2023;BTH;Hang Nadim;6482;6414;68;6192;6141;51;43;1;42;3
15/12/2023;BTJ;Sultan Iskandar Muda;1172;929;243;1130;803;327;6;2;6;2
15/12/2023;BWX;Banyuwangi;270;270;0;241;241;0;3;0;3;0
15/12/2023;CGK;Soekarno-Hatta;83402;60952;22450;82680;61968;20712;402;131;402;127
15/12/2023;DJB;Sultan Thaha Syaifuddin;1471;1471;0;1519;1519;0;12;0;12;0
15/12/2023;DJJ;Sentani;2940;2940;0;3346;3346;0;93;0;90;0
15/12/2023;DPS;Ngurah Rai;31736;16155;15581;33059;16476;16583;117;95;115;98
15/12/2023;DTB;Sisingamangaraja XII;598;598;0;896;896;0;5;0;5;0
15/12/2023;HLP;Halim Perdana Kusuma;0;0;0;516;516;0;36;9;48;8
15/12/2023;JOG;Adi Sucipto;203;203;0;208;208;0;5;0;4;0
15/12/2023;KDI;Haluoleo;1812;1812;0;1858;1858;0;16;0;16;0
15/12/2023;KJT;Kertajati;646;646;0;691;691;0;6;0;5;0
15/12/2023;KNO;Kuala Namu;9803;7339;2464;11826;8501;3325;60;21;61;20
15/12/2023;KOE;El tari;1768;1768;0;2241;2241;0;25;0;24;0
15/12/2023;LOP;Internasional Lombok;3630;3257;373;3679;3190;489;47;3;47;3
15/12/2023;MDC;Sam Ratulangi;2879;2311;568;3115;2801;314;27;2;25;3
15/12/2023;MKQ;Mopah;540;540;0;426;426;0;3;0;3;0
15/12/2023;MKW;Rendani;851;851;0;710;710;0;11;0;12;0
15/12/2023;MLG;Abdul Rachman Saleh;964;964;0;869;869;0;6;0;6;0
15/12/2023;PDG;Internasional Minangkabau;2075;1712;363;2051;1799;252;16;3;17;5
15/12/2023;PGK;Depati Amir;2159;2159;0;1861;1861;0;17;0;17;0
15/12/2023;PKN;Iskandar;611;611;0;494;494;0;6;0;6;0
15/12/2023;PKU;Sultan Syarif Kasim II;4584;3901;683;4238;3666;572;28;5;26;6
15/12/2023;PKY;Tjilik Riwut;758;758;0;858;858;0;11;0;13;0
15/12/2023;PLM;Sultan Mahmud Badaruddin II;3720;3720;0;2642;2642;0;17;0;22;0
15/12/2023;PNK;Supadio;2862;2862;0;2373;2373;0;18;0;20;0
15/12/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
15/12/2023;SOC;Adi Sumarmo;1473;1473;0;1780;1780;0;15;0;12;0
15/12/2023;SOQ;Domine Eduard Osok;1596;1596;0;1966;1966;0;19;0;19;0
15/12/2023;SRG;Ahmad Yani;3533;3533;0;3230;3230;0;26;0;27;0
15/12/2023;SUB;Juanda;19874;17219;2655;21283;17647;3636;116;23;118;21
15/12/2023;TJQ;H. A. S. Hanandjoeddin;993;993;0;932;932;0;8;0;6;0
15/12/2023;TKG;Radin Inten II;1633;1633;0;1215;1215;0;9;0;11;0
15/12/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );422;422;0;468;468;0;5;0;5;0
15/12/2023;TTE;Sultan Babullah;1301;1301;0;958;958;0;14;0;14;0
15/12/2023;UPG;Sultan Hasanuddin;15285;15049;236;15804;15537;267;111;2;111;2
15/12/2023;YIA;New Yogyakarta International Airport;6966;6338;628;6880;6132;748;38;5;38;5
16/12/2023;AAP;APT Pranoto;1809;1809;0;1599;1599;0;14;0;14;0
16/12/2023;AMQ;Pattimura;1026;1026;0;1186;1186;0;13;0;11;0
16/12/2023;BDJ;Syamsudin Noor;4309;4309;0;4364;4364;0;35;0;35;0
16/12/2023;BDO;Husein Sastranegara;0;0;0;0;0;0;0;0;0;0
16/12/2023;BEJ;Kalimarau;570;570;0;497;497;0;9;0;9;0
16/12/2023;BIK;Frans Kaisiepo;342;342;0;415;415;0;5;0;5;0
16/12/2023;BMU;Sultan Mahmud Salahudiin;160;160;0;178;178;0;4;0;4;0
16/12/2023;BPN;Sepinggan;7762;7762;0;7224;7224;0;65;1;67;2
16/12/2023;BTH;Hang Nadim;6837;6774;63;5401;5362;39;38;1;36;1
16/12/2023;BTJ;Sultan Iskandar Muda;900;636;264;1160;954;206;7;2;7;2
16/12/2023;BWX;Banyuwangi;280;280;0;318;318;0;3;0;3;0
16/12/2023;CGK;Soekarno-Hatta;81478;58399;23079;73294;54347;18947;386;121;387;124
16/12/2023;DJB;Sultan Thaha Syaifuddin;1214;1214;0;1614;1614;0;11;0;10;0
16/12/2023;DJJ;Sentani;3256;3256;0;3318;3318;0;74;0;77;0
16/12/2023;DPS;Ngurah Rai;30809;14533;16276;33564;15433;18131;102;99;101;97
16/12/2023;DTB;Sisingamangaraja XII;512;512;0;667;667;0;4;0;4;0
16/12/2023;GTO;Djalaluddin;405;405;0;445;445;0;4;0;4;0
16/12/2023;HLP;Halim Perdana Kusuma;0;0;0;0;0;0;0;2;0;0
16/12/2023;JOG;Adi Sucipto;203;203;0;200;200;0;4;0;5;0
16/12/2023;KDI;Haluoleo;1430;1430;0;1715;1715;0;11;0;12;0
16/12/2023;KJT;Kertajati;763;763;0;659;659;0;6;0;5;0
16/12/2023;KNO;Kuala Namu;9025;6436;2589;11369;8518;2851;59;23;60;22
16/12/2023;KOE;El tari;2219;2219;0;2531;2531;0;27;0;26;0
16/12/2023;LBJ;Komodo;787;787;0;781;781;0;7;0;7;0
16/12/2023;LOP;Internasional Lombok;3251;3087;164;3182;2931;251;31;2;32;2
16/12/2023;MDC;Sam Ratulangi;2472;2310;162;3299;2751;548;23;3;24;1
16/12/2023;MKQ;Mopah;730;730;0;621;621;0;18;0;17;0
16/12/2023;MKW;Rendani;1032;1032;0;925;925;0;13;0;12;0
16/12/2023;MLG;Abdul Rachman Saleh;786;786;0;777;777;0;5;0;5;0
16/12/2023;PDG;Internasional Minangkabau;3329;2918;411;3889;3260;629;24;4;24;4
16/12/2023;PGK;Depati Amir;1898;1898;0;2045;2045;0;18;0;18;0
16/12/2023;PKN;Iskandar;551;551;0;503;503;0;5;0;5;0
16/12/2023;PKU;Sultan Syarif Kasim II;3762;3330;432;4406;3993;413;30;3;30;3
16/12/2023;PLW;Mutiara Sis Al Jufri;989;989;0;1217;1217;0;9;0;9;0
16/12/2023;PNK;Supadio;3976;3976;0;3513;3513;0;28;0;27;0
16/12/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
16/12/2023;SOC;Adi Sumarmo;2119;2119;0;1796;1796;0;14;0;15;0
16/12/2023;SOQ;Domine Eduard Osok;2204;2204;0;1986;1986;0;21;0;21;0
16/12/2023;SRG;Ahmad Yani;3031;3031;0;2921;2921;0;22;0;22;0
16/12/2023;SUB;Juanda;19925;17050;2875;20525;17781;2744;121;19;120;21
16/12/2023;TIM;TIMIKA;1224;1224;0;853;853;0;35;0;32;0
16/12/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );419;419;0;333;333;0;4;0;5;0
16/12/2023;TTE;Sultan Babullah;1291;1291;0;1067;1067;0;13;0;13;0
16/12/2023;UPG;Sultan Hasanuddin;14766;14663;103;15521;15388;133;120;1;117;3
16/12/2023;YIA;New Yogyakarta International Airport;7169;6584;585;6678;5920;758;39;5;39;5
17/12/2023;AAP;APT Pranoto;1549;1549;0;1653;1653;0;12;0;11;0
17/12/2023;AMQ;Pattimura;1253;1253;0;1692;1692;0;17;0;16;0
17/12/2023;BDJ;Syamsudin Noor;5294;5294;0;4965;4965;0;40;0;40;0
17/12/2023;BDO;Husein Sastranegara;0;0;0;0;0;0;0;0;0;0
17/12/2023;BEJ;Kalimarau;777;777;0;637;637;0;9;0;9;0
17/12/2023;BIK;Frans Kaisiepo;365;365;0;337;337;0;3;0;3;0
17/12/2023;BKS;Fatmawati Soekarno/Padang Kemiling;1003;1003;0;1119;1119;0;6;0;6;0
17/12/2023;BMU;Sultan Mahmud Salahudiin;163;163;0;288;288;0;4;0;4;0
17/12/2023;BPN;Sepinggan;8262;8089;173;7801;7668;133;63;2;65;2
17/12/2023;BTH;Hang Nadim;6345;6281;64;5936;5887;49;42;1;42;3
17/12/2023;BTJ;Sultan Iskandar Muda;1178;848;330;1297;954;343;6;2;6;2
17/12/2023;BWX;Banyuwangi;196;196;0;334;334;0;2;0;2;0
17/12/2023;CGK;Soekarno-Hatta;86114;62127;23987;81427;60705;20722;394;129;401;131
17/12/2023;DJB;Sultan Thaha Syaifuddin;1503;1503;0;1679;1679;0;11;0;11;0
17/12/2023;DJJ;Sentani;2701;2701;0;3200;3200;0;47;0;46;0
17/12/2023;DPS;Ngurah Rai;33404;16261;17143;34323;15855;18468;108;100;109;100
17/12/2023;DTB;Sisingamangaraja XII;659;659;0;870;870;0;5;0;5;0
17/12/2023;GTO;Djalaluddin;459;459;0;504;504;0;5;0;4;0
17/12/2023;HLP;Halim Perdana Kusuma;4839;4810;29;5484;5484;0;52;5;55;5
17/12/2023;JOG;Adi Sucipto;221;221;0;219;219;0;4;0;4;0
17/12/2023;KDI;Haluoleo;1644;1644;0;2000;2000;0;14;0;14;0
17/12/2023;KJT;Kertajati;761;606;155;816;682;134;5;1;5;1
17/12/2023;KNO;Kuala Namu;10114;6991;3123;11103;8318;2785;61;20;59;22
17/12/2023;KOE;El tari;1905;1905;0;2369;2369;0;24;0;25;0
17/12/2023;LBJ;Komodo;1397;1397;0;1482;1482;0;14;0;14;0
17/12/2023;LOP;Internasional Lombok;3666;3335;331;3892;3486;406;34;3;34;3
17/12/2023;MDC;Sam Ratulangi;2308;2113;195;2579;2579;0;19;0;19;1
17/12/2023;MKQ;Mopah;644;644;0;529;529;0;6;0;6;0
17/12/2023;MKW;Rendani;807;807;0;842;842;0;6;0;6;0
17/12/2023;MLG;Abdul Rachman Saleh;751;751;0;860;860;0;6;0;6;0
17/12/2023;PDG;Internasional Minangkabau;3905;3317;588;4403;3448;955;21;5;20;4
17/12/2023;PGK;Depati Amir;2241;2241;0;2153;2153;0;17;0;17;0
17/12/2023;PKN;Iskandar;539;539;0;468;468;0;6;0;6;0
17/12/2023;PKU;Sultan Syarif Kasim II;3983;3268;715;4451;3636;815;26;6;26;6
