Tanggal;ID Prasarana;Prasarana;Penumpang Berangkat;Penumpang Berangkat Domestik;Penumpang Berangkat Internasional;Penumpang Tiba;Penumpang Tiba Domestik;Penumpang Tiba Internasional;Pesawat Tiba Domestik;Pesawat Tiba Internasional;Pesawat Berangkat Domestik;Pesawat Berangkat Internasional
17/02/2023;AMQ;Pattimura;1081;1081;0;1048;1048;0;15;0;16;0
17/02/2023;BDJ;Syamsudin Noor;4231;4231;0;3566;3566;0;32;0;35;0
17/02/2023;BIK;Frans Kaisiepo;198;198;0;201;201;0;4;0;4;0
17/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;972;972;0;949;949;0;8;0;8;0
17/02/2023;BMU;Sultan Mahmud Salahudiin;217;217;0;154;154;0;3;0;3;0
17/02/2023;BPN;Sepinggan;7705;7533;172;6518;6346;172;63;2;59;3
17/02/2023;BTH;Hang Nadim;5801;5749;52;4867;4808;59;39;1;41;1
17/02/2023;BTJ;Sultan Iskandar Muda;1444;1140;304;1024;678;346;10;3;10;3
17/02/2023;BWX;Banyuwangi;144;144;0;131;131;0;1;0;1;0
17/02/2023;CGK;Soekarno-Hatta;69730;52586;17144;71592;53257;18335;374;103;372;99
17/02/2023;DJB;Sultan Thaha Syaifuddin;1453;1453;0;1558;1558;0;9;0;9;0
17/02/2023;DPS;Ngurah Rai;24874;12536;12338;27972;14942;13030;103;75;102;76
17/02/2023;DTB;Sisingamangaraja XII;697;697;0;856;856;0;7;0;10;0
17/02/2023;GTO;Djalaluddin;706;706;0;357;357;0;7;0;7;0
17/02/2023;JOG;Adi Sucipto;220;220;0;230;230;0;4;0;4;0
17/02/2023;KDI;Haluoleo;1429;1429;0;1209;1209;0;10;0;10;0
17/02/2023;KNO;Kuala Namu;10719;7911;2808;10886;8154;2732;69;18;68;19
17/02/2023;KOE;El tari;1813;1813;0;1678;1678;0;26;0;25;0
17/02/2023;LOP;Internasional Lombok;3186;2822;364;3717;3611;106;34;1;32;2
17/02/2023;MDC;Sam Ratulangi;2152;1831;321;1902;1771;131;17;10;18;2
17/02/2023;MKQ;Mopah;325;325;0;474;474;0;10;0;10;0
17/02/2023;MKW;Rendani;738;738;0;716;716;0;10;0;10;0
17/02/2023;MLG;Abdul Rachman Saleh;650;650;0;642;642;0;4;0;4;0
17/02/2023;PGK;Depati Amir;1667;1667;0;1793;1793;0;12;0;12;0
17/02/2023;PKN;Iskandar;574;574;0;458;458;0;6;0;6;0
17/02/2023;PKU;Sultan Syarif Kasim II;4187;3668;519;3982;3245;737;30;6;29;6
17/02/2023;SOC;Adi Sumarmo;1397;1397;0;1513;1513;0;11;0;11;0
17/02/2023;SRG;Ahmad Yani;2968;2968;0;3261;3261;0;24;1;25;0
17/02/2023;SUB;Juanda;18823;16292;2531;20627;17630;2997;117;17;113;15
17/02/2023;TJQ;H. A. S. Hanandjoeddin;832;832;0;817;817;0;7;0;7;0
17/02/2023;TKG;Radin Inten II;1147;1147;0;953;953;0;7;0;7;0
17/02/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );367;367;0;283;283;0;3;0;3;0
17/02/2023;TTE;Sultan Babullah;951;951;0;847;847;0;13;0;13;0
17/02/2023;UPG;Sultan Hasanuddin;13843;13793;50;13658;12737;921;109;3;111;1
17/02/2023;YIA;New Yogyakarta International Airport;5767;5360;407;6507;6112;395;39;3;41;3
18/02/2023;AAP;APT Pranoto;995;995;0;998;998;0;9;0;9;0
18/02/2023;AMQ;Pattimura;774;774;0;740;740;0;12;0;12;0
18/02/2023;BDJ;Syamsudin Noor;3947;3947;0;3923;3923;0;34;0;34;0
18/02/2023;BEJ;Kalimarau;456;456;0;410;410;0;10;0;10;0
18/02/2023;BIK;Frans Kaisiepo;225;225;0;238;238;0;6;0;5;0
18/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;759;759;0;953;953;0;5;0;5;0
18/02/2023;BPN;Sepinggan;7315;7315;0;6685;6685;0;64;1;65;2
18/02/2023;BTH;Hang Nadim;5954;5911;43;5463;5424;39;42;2;38;2
18/02/2023;BTJ;Sultan Iskandar Muda;893;893;0;681;681;0;7;0;7;0
18/02/2023;BWX;Banyuwangi;257;257;0;238;238;0;2;0;2;0
18/02/2023;CGK;Soekarno-Hatta;65949;47972;17977;67426;51138;16288;358;92;357;99
18/02/2023;DJB;Sultan Thaha Syaifuddin;1501;1501;0;1482;1482;0;13;0;12;0
18/02/2023;DJJ;Sentani;1734;1734;0;2255;2255;0;57;0;57;0
18/02/2023;DPS;Ngurah Rai;26335;11942;14393;24964;11678;13286;92;78;89;81
18/02/2023;DTB;Sisingamangaraja XII;451;451;0;489;489;0;6;0;4;0
18/02/2023;GTO;Djalaluddin;639;639;0;475;475;0;5;0;5;0
18/02/2023;JOG;Adi Sucipto;281;281;0;296;296;0;5;0;5;0
18/02/2023;KDI;Haluoleo;1498;1498;0;1411;1411;0;11;0;11;0
18/02/2023;KNO;Kuala Namu;9407;7085;2322;9641;7110;2531;61;19;60;18
18/02/2023;KOE;El tari;1117;1117;0;1121;1121;0;19;0;20;0
18/02/2023;LBJ;Komodo;652;652;0;560;560;0;8;0;8;0
18/02/2023;LOP;Internasional Lombok;3294;3132;162;2597;2469;128;23;1;24;1
18/02/2023;MDC;Sam Ratulangi;1960;1824;136;1858;1504;354;15;3;26;2
18/02/2023;MKQ;Mopah;427;427;0;312;312;0;10;0;10;0
18/02/2023;MKW;Rendani;504;504;0;558;558;0;6;0;6;0
18/02/2023;MLG;Abdul Rachman Saleh;780;780;0;740;740;0;5;0;5;0
18/02/2023;PDG;Internasional Minangkabau;3031;2789;242;3010;2675;335;20;2;20;2
18/02/2023;PGK;Depati Amir;1639;1639;0;1650;1650;0;13;0;13;0
18/02/2023;PKN;Iskandar;325;325;0;279;279;0;5;0;4;0
18/02/2023;PKU;Sultan Syarif Kasim II;3644;3466;178;3538;3160;378;29;3;30;3
18/02/2023;PLW;Mutiara Sis Al Jufri;931;931;0;955;955;0;8;0;8;0
18/02/2023;PNK;Supadio;3462;3462;0;2926;2926;0;28;0;29;0
18/02/2023;SOC;Adi Sumarmo;1647;1647;0;1699;1699;0;12;0;12;0
18/02/2023;SRG;Ahmad Yani;2465;2465;0;2600;2600;0;21;1;21;0
18/02/2023;SUB;Juanda;18492;14638;3854;17635;14653;2982;107;15;108;17
18/02/2023;TJQ;H. A. S. Hanandjoeddin;879;879;0;890;890;0;7;0;8;0
18/02/2023;TKG;Radin Inten II;871;871;0;865;865;0;7;0;7;0
18/02/2023;TTE;Sultan Babullah;919;919;0;959;959;0;11;0;11;0
18/02/2023;UPG;Sultan Hasanuddin;14739;14109;630;14573;14242;331;108;2;109;3
18/02/2023;YIA;New Yogyakarta International Airport;6119;5736;383;6220;5752;468;37;3;37;3
19/02/2023;AAP;APT Pranoto;654;654;0;743;743;0;8;0;8;0
19/02/2023;AMQ;Pattimura;1194;1194;0;1319;1319;0;14;0;14;0
19/02/2023;BDJ;Syamsudin Noor;3887;3887;0;4155;4155;0;31;0;31;0
19/02/2023;BEJ;Kalimarau;500;500;0;503;503;0;10;0;10;0
19/02/2023;BIK;Frans Kaisiepo;316;316;0;244;244;0;3;0;3;0
19/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;1199;1199;0;962;962;0;7;0;8;0
19/02/2023;BPN;Sepinggan;6951;6951;0;7716;7716;0;62;1;64;0
19/02/2023;BTH;Hang Nadim;5964;5917;47;5441;5193;248;35;2;36;2
19/02/2023;BTJ;Sultan Iskandar Muda;1385;1093;292;1417;1007;410;9;3;9;3
19/02/2023;BWX;Banyuwangi;131;131;0;137;137;0;1;0;1;0
19/02/2023;CGK;Soekarno-Hatta;65094;48027;17067;76157;57414;18743;368;92;362;93
19/02/2023;DJB;Sultan Thaha Syaifuddin;1296;1296;0;1420;1420;0;13;0;11;0
19/02/2023;DJJ;Sentani;1888;1888;0;2267;2267;0;30;0;30;0
19/02/2023;DPS;Ngurah Rai;32267;17246;15021;23748;10342;13406;106;81;112;78
19/02/2023;DTB;Sisingamangaraja XII;783;783;0;633;633;0;6;0;6;0
19/02/2023;GTO;Djalaluddin;655;655;0;579;579;0;5;0;5;0
19/02/2023;JOG;Adi Sucipto;322;322;0;251;251;0;6;0;6;0
19/02/2023;KDI;Haluoleo;1616;1616;0;1553;1553;0;11;0;11;0
19/02/2023;KNO;Kuala Namu;11572;8369;3203;10702;7514;3188;61;19;63;20
19/02/2023;KOE;El tari;2037;2037;0;1953;1953;0;23;0;23;0
19/02/2023;LBJ;Komodo;798;798;0;712;712;0;11;0;11;0
19/02/2023;LOP;Internasional Lombok;3666;3373;293;2594;2313;281;29;2;29;2
19/02/2023;MDC;Sam Ratulangi;1993;1783;210;1793;1793;0;17;1;15;2
19/02/2023;MKQ;Mopah;418;418;0;291;291;0;4;0;5;0
19/02/2023;MKW;Rendani;547;547;0;595;595;0;5;0;5;0
19/02/2023;MLG;Abdul Rachman Saleh;640;640;0;495;495;0;4;0;4;0
19/02/2023;PDG;Internasional Minangkabau;2972;2770;202;3445;2717;728;19;3;20;2
19/02/2023;PGK;Depati Amir;1780;1780;0;1599;1599;0;12;0;12;0
19/02/2023;PKN;Iskandar;570;570;0;555;555;0;7;0;7;0
19/02/2023;PKU;Sultan Syarif Kasim II;3960;3588;372;3945;3638;307;29;4;29;3
19/02/2023;PKY;Tjilik Riwut;776;776;0;789;789;0;5;0;5;0
19/02/2023;PNK;Supadio;3240;3240;0;2952;2949;3;26;1;26;0
19/02/2023;SOC;Adi Sumarmo;1640;1640;0;1392;1392;0;11;0;11;0
19/02/2023;SOQ;Domine Eduard Osok;1696;1696;0;1534;1534;0;17;0;17;0
19/02/2023;SRG;Ahmad Yani;3264;3264;0;2801;2801;0;23;2;27;0
19/02/2023;SUB;Juanda;20376;16959;3417;19538;15881;3657;109;16;110;18
19/02/2023;TIM;TIMIKA;442;442;0;407;407;0;6;0;6;0
19/02/2023;TJQ;H. A. S. Hanandjoeddin;872;872;0;747;747;0;6;0;6;0
19/02/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );292;292;0;302;302;0;3;0;3;0
19/02/2023;TTE;Sultan Babullah;988;988;0;1027;1027;0;12;0;12;0
19/02/2023;UPG;Sultan Hasanuddin;14772;14286;486;14867;14357;510;108;2;106;2
19/02/2023;YIA;New Yogyakarta International Airport;6821;6407;414;6620;6084;536;40;4;40;4
20/02/2023;AAP;APT Pranoto;583;583;0;727;727;0;6;0;6;0
20/02/2023;AMQ;Pattimura;644;644;0;776;776;0;12;0;12;0
20/02/2023;BDJ;Syamsudin Noor;3332;3332;0;4089;4089;0;37;0;36;0
20/02/2023;BIK;Frans Kaisiepo;265;265;0;304;304;0;6;0;4;0
20/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;1048;1048;0;820;820;0;7;0;7;0
20/02/2023;BPN;Sepinggan;6230;6116;114;7678;7570;108;65;1;62;2
20/02/2023;BTH;Hang Nadim;4805;4764;41;5145;5102;43;41;1;39;1
20/02/2023;BTJ;Sultan Iskandar Muda;1155;843;312;1254;923;331;8;3;8;3
20/02/2023;BWX;Banyuwangi;247;247;0;240;240;0;2;0;2;0
20/02/2023;CGK;Soekarno-Hatta;64101;48082;16019;66122;47972;18150;351;94;352;95
20/02/2023;DJB;Sultan Thaha Syaifuddin;1291;1291;0;1344;1344;0;16;0;15;0
20/02/2023;DJJ;Sentani;1971;1971;0;1935;1935;0;66;0;70;0
20/02/2023;DPS;Ngurah Rai;26120;12885;13235;24486;11271;13215;96;80;97;74
20/02/2023;DTB;Sisingamangaraja XII;702;702;0;707;707;0;8;0;8;0
20/02/2023;GTO;Djalaluddin;523;523;0;506;506;0;4;0;4;0
20/02/2023;JOG;Adi Sucipto;245;245;0;262;262;0;5;0;5;0
20/02/2023;KDI;Haluoleo;1251;1251;0;1811;1811;0;11;0;9;0
20/02/2023;KNO;Kuala Namu;10712;8075;2637;10846;7502;3344;62;20;61;20
20/02/2023;KOE;El tari;1423;1423;0;1499;1499;0;23;0;23;0
20/02/2023;LBJ;Komodo;774;774;0;869;869;0;10;0;10;0
20/02/2023;LOP;Internasional Lombok;3127;2964;163;2726;2591;135;31;1;39;1
20/02/2023;MDC;Sam Ratulangi;2079;1869;210;2119;1909;210;18;1;18;1
20/02/2023;MKQ;Mopah;328;328;0;337;337;0;10;0;10;0
20/02/2023;MKW;Rendani;668;668;0;734;734;0;10;0;10;0
20/02/2023;MLG;Abdul Rachman Saleh;700;700;0;656;656;0;5;0;5;0
20/02/2023;PDG;Internasional Minangkabau;3059;2668;391;3105;2852;253;20;2;19;3
20/02/2023;PGK;Depati Amir;1667;1667;0;1693;1693;0;12;0;12;0
20/02/2023;PKN;Iskandar;547;547;0;570;570;0;7;0;7;0
20/02/2023;PKU;Sultan Syarif Kasim II;3481;3047;434;4239;3686;553;29;5;29;4
20/02/2023;PKY;Tjilik Riwut;803;803;0;832;832;0;6;0;6;0
20/02/2023;PLW;Mutiara Sis Al Jufri;1021;1021;0;1048;1048;0;11;0;11;0
20/02/2023;PNK;Supadio;2941;2941;0;2788;2788;0;22;0;23;0
20/02/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
20/02/2023;SOC;Adi Sumarmo;1322;1322;0;1350;1350;0;9;0;9;0
20/02/2023;SOQ;Domine Eduard Osok;2131;2131;0;2103;2103;0;22;0;22;0
20/02/2023;SRG;Ahmad Yani;3103;3094;9;2675;2675;0;22;0;22;2
20/02/2023;SUB;Juanda;18386;15779;2607;17989;15217;2772;115;13;116;12
20/02/2023;TIM;TIMIKA;457;457;0;618;618;0;39;0;42;0
20/02/2023;TJQ;H. A. S. Hanandjoeddin;826;826;0;881;881;0;6;0;6;0
20/02/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );260;260;0;253;253;0;3;0;3;0
20/02/2023;TTE;Sultan Babullah;1024;1024;0;1265;1265;0;16;0;16;0
20/02/2023;UPG;Sultan Hasanuddin;15150;13992;1158;13502;12859;643;110;4;112;4
20/02/2023;YIA;New Yogyakarta International Airport;5989;5442;547;5332;4737;595;35;4;35;4
21/02/2023;AAP;APT Pranoto;951;951;0;1069;1069;0;8;0;8;0
21/02/2023;AMQ;Pattimura;1078;1078;0;914;914;0;11;0;11;0
21/02/2023;BDJ;Syamsudin Noor;3737;3737;0;3705;3705;0;30;0;31;0
21/02/2023;BIK;Frans Kaisiepo;317;317;0;198;198;0;4;0;4;0
21/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;947;947;0;733;733;0;7;0;7;0
21/02/2023;BPN;Sepinggan;6725;6725;0;8015;8015;0;73;2;73;2
21/02/2023;BTH;Hang Nadim;4416;4366;50;4500;4459;41;34;1;35;4
21/02/2023;BTJ;Sultan Iskandar Muda;829;829;0;921;709;212;8;1;9;0
21/02/2023;BWX;Banyuwangi;155;155;0;145;145;0;2;0;2;0
21/02/2023;CGK;Soekarno-Hatta;64319;47725;16594;60872;43424;17448;338;98;340;99
21/02/2023;DJB;Sultan Thaha Syaifuddin;1329;1329;0;1372;1372;0;19;0;16;0
21/02/2023;DJJ;Sentani;1802;1802;0;2077;2077;0;79;0;75;0
21/02/2023;DPS;Ngurah Rai;22883;9491;13392;23250;11120;12130;84;77;83;79
21/02/2023;DTB;Sisingamangaraja XII;528;528;0;565;565;0;4;0;4;0
21/02/2023;GTO;Djalaluddin;556;556;0;309;309;0;5;0;5;0
21/02/2023;JOG;Adi Sucipto;169;169;0;252;252;0;6;0;6;0
21/02/2023;KDI;Haluoleo;1319;1319;0;1271;1271;0;10;0;12;0
21/02/2023;KNO;Kuala Namu;9280;6803;2477;9322;6790;2532;59;18;60;17
21/02/2023;KOE;El tari;1105;1105;0;1097;1097;0;16;0;16;0
21/02/2023;LBJ;Komodo;624;624;0;601;601;0;7;0;7;0
21/02/2023;LOP;Internasional Lombok;2473;2305;168;2230;2107;123;26;1;27;1
21/02/2023;MDC;Sam Ratulangi;1894;1681;213;2029;1816;213;18;1;19;1
21/02/2023;MKQ;Mopah;387;387;0;297;297;0;7;0;8;0
21/02/2023;MKW;Rendani;425;425;0;480;480;0;5;0;5;0
21/02/2023;MLG;Abdul Rachman Saleh;566;566;0;613;613;0;4;0;4;0
21/02/2023;PDG;Internasional Minangkabau;3254;2526;728;2324;1992;332;20;2;19;3
21/02/2023;PGK;Depati Amir;1477;1477;0;1431;1431;0;11;0;11;0
21/02/2023;PKN;Iskandar;400;400;0;395;395;0;6;0;6;0
21/02/2023;PKU;Sultan Syarif Kasim II;3165;2902;263;3503;3178;325;28;3;27;4
21/02/2023;PKY;Tjilik Riwut;564;564;0;430;430;0;8;0;6;0
21/02/2023;PLW;Mutiara Sis Al Jufri;952;952;0;1096;1096;0;9;0;9;0
21/02/2023;PNK;Supadio;2977;2977;0;3270;3270;0;28;0;27;0
21/02/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
21/02/2023;SOC;Adi Sumarmo;1522;1522;0;1524;1524;0;12;0;12;0
21/02/2023;SOQ;Domine Eduard Osok;1697;1697;0;1598;1598;0;19;0;19;0
21/02/2023;SRG;Ahmad Yani;2361;2361;0;2753;2753;0;22;2;24;0
21/02/2023;SUB;Juanda;17671;14681;2990;17474;14583;2891;107;14;108;14
21/02/2023;TIM;TIMIKA;556;556;0;463;463;0;35;0;35;0
21/02/2023;TJQ;H. A. S. Hanandjoeddin;825;825;0;1105;1105;0;8;0;7;0
21/02/2023;TTE;Sultan Babullah;837;837;0;921;921;0;16;0;16;0
21/02/2023;UPG;Sultan Hasanuddin;13549;12899;650;13661;12516;1145;105;5;103;4
21/02/2023;YIA;New Yogyakarta International Airport;4334;4101;233;5147;4860;287;36;2;36;2
22/02/2023;AAP;APT Pranoto;603;603;0;703;703;0;6;0;6;0
22/02/2023;AMQ;Pattimura;1104;1104;0;971;971;0;14;0;14;0
22/02/2023;BDJ;Syamsudin Noor;3884;3884;0;3463;3463;0;31;0;32;0
22/02/2023;BIK;Frans Kaisiepo;279;279;0;197;197;0;4;0;5;0
22/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;1032;1032;0;894;894;0;7;0;7;0
22/02/2023;BMU;Sultan Mahmud Salahudiin;194;194;0;193;193;0;3;0;3;0
22/02/2023;BPN;Sepinggan;7459;7341;118;7848;7711;137;77;2;69;3
22/02/2023;BTH;Hang Nadim;4552;4488;64;5227;5196;31;36;1;37;1
22/02/2023;BTJ;Sultan Iskandar Muda;1188;857;331;1123;796;327;10;4;9;4
22/02/2023;BWX;Banyuwangi;141;141;0;153;153;0;1;0;1;0
22/02/2023;CGK;Soekarno-Hatta;69962;51595;18367;66620;49100;17520;355;102;355;101
22/02/2023;DJB;Sultan Thaha Syaifuddin;1316;1316;0;1407;1407;0;16;0;20;0
22/02/2023;DJJ;Sentani;1962;1962;0;2149;2149;0;67;0;66;0
22/02/2023;DPS;Ngurah Rai;21584;9679;11905;24784;12663;12121;89;75;90;73
22/02/2023;DTB;Sisingamangaraja XII;603;603;0;831;831;0;6;0;6;0
22/02/2023;GTO;Djalaluddin;674;674;0;411;411;0;6;0;6;0
22/02/2023;JOG;Adi Sucipto;199;199;0;189;189;0;4;0;4;0
22/02/2023;KNO;Kuala Namu;10195;7357;2838;10048;7549;2499;64;18;61;19
22/02/2023;KOE;El tari;1873;1873;0;1863;1863;0;26;0;27;0
22/02/2023;LBJ;Komodo;708;708;0;732;732;0;9;0;9;0
22/02/2023;LOP;Internasional Lombok;2632;2364;268;2940;2682;258;33;2;33;2
22/02/2023;MDC;Sam Ratulangi;2264;2098;166;2132;1755;377;22;2;22;1
22/02/2023;MKQ;Mopah;396;396;0;396;396;0;10;0;10;0
22/02/2023;MKW;Rendani;725;725;0;655;655;0;11;0;11;0
22/02/2023;MLG;Abdul Rachman Saleh;666;666;0;801;801;0;5;0;5;0
22/02/2023;PDG;Internasional Minangkabau;3236;3056;180;3060;2788;272;21;2;21;2
22/02/2023;PGK;Depati Amir;1915;1915;0;1678;1678;0;13;0;13;0
22/02/2023;PKN;Iskandar;515;515;0;515;515;0;7;0;7;0
22/02/2023;PKU;Sultan Syarif Kasim II;3864;3365;499;3469;3095;374;28;4;31;5
22/02/2023;PKY;Tjilik Riwut;778;778;0;826;826;0;6;0;6;0
22/02/2023;PNK;Supadio;2855;2855;0;2666;2666;0;27;0;27;0
22/02/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
22/02/2023;SOC;Adi Sumarmo;1275;1275;0;1527;1527;0;10;0;10;0
22/02/2023;SOQ;Domine Eduard Osok;1785;1785;0;1791;1791;0;21;0;21;0
22/02/2023;SRG;Ahmad Yani;2837;2837;0;3184;3184;0;27;1;26;1
22/02/2023;SUB;Juanda;18829;15568;3261;19024;15840;3184;113;18;113;17
22/02/2023;TIM;TIMIKA;573;573;0;625;625;0;37;0;38;0
22/02/2023;TJQ;H. A. S. Hanandjoeddin;958;958;0;903;903;0;8;0;8;0
22/02/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );288;288;0;342;342;0;3;0;3;0
22/02/2023;TTE;Sultan Babullah;820;820;0;833;833;0;12;0;11;0
22/02/2023;UPG;Sultan Hasanuddin;15086;14575;511;13449;12969;480;107;2;108;2
22/02/2023;YIA;New Yogyakarta International Airport;4793;4210;583;5721;5172;549;35;5;35;5
23/02/2023;AAP;APT Pranoto;971;971;0;1042;1042;0;9;0;9;0
23/02/2023;AMQ;Pattimura;932;932;0;881;881;0;13;0;13;0
23/02/2023;BDJ;Syamsudin Noor;4266;4266;0;3505;3505;0;37;0;35;0
23/02/2023;BIK;Frans Kaisiepo;376;376;0;328;328;0;8;0;8;0
23/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;774;774;0;812;812;0;8;0;7;0
23/02/2023;BMU;Sultan Mahmud Salahudiin;213;213;0;172;172;0;3;0;3;0
23/02/2023;BPN;Sepinggan;7299;7299;0;6948;6948;0;72;2;70;1
23/02/2023;BTH;Hang Nadim;4712;4671;41;4921;4879;42;38;2;36;2
23/02/2023;BTJ;Sultan Iskandar Muda;1116;744;372;886;717;169;8;1;7;2
23/02/2023;BWX;Banyuwangi;230;230;0;332;332;0;3;0;3;0
23/02/2023;CGK;Soekarno-Hatta;70694;51389;19305;65540;48309;17231;362;101;361;104
23/02/2023;DJB;Sultan Thaha Syaifuddin;1359;1359;0;1270;1270;0;12;0;15;0
23/02/2023;DJJ;Sentani;1908;1908;0;1984;1984;0;64;0;64;0
23/02/2023;DPS;Ngurah Rai;24528;10838;13690;27685;14028;13657;101;81;100;82
23/02/2023;DTB;Sisingamangaraja XII;532;532;0;659;659;0;10;0;10;0
23/02/2023;GTO;Djalaluddin;567;567;0;613;613;0;5;0;5;0
23/02/2023;JOG;Adi Sucipto;286;286;0;311;311;0;6;0;6;0
23/02/2023;KDI;Haluoleo;1427;1427;0;1515;1515;0;11;0;11;0
23/02/2023;KNO;Kuala Namu;9665;7231;2434;10248;7289;2959;62;20;61;19
23/02/2023;KOE;El tari;1143;1143;0;1137;1137;0;20;0;19;0
23/02/2023;LOP;Internasional Lombok;2892;2502;390;2660;2530;130;27;1;26;2
23/02/2023;MDC;Sam Ratulangi;1977;1977;0;1877;1869;8;21;1;21;0
23/02/2023;MKQ;Mopah;383;383;0;335;335;0;9;0;9;0
23/02/2023;MKW;Rendani;536;536;0;451;451;0;6;0;6;0
23/02/2023;MLG;Abdul Rachman Saleh;584;584;0;604;604;0;4;0;4;0
23/02/2023;PGK;Depati Amir;1739;1739;0;1608;1608;0;12;0;12;0
23/02/2023;PKN;Iskandar;647;647;0;546;546;0;8;0;8;0
23/02/2023;PKU;Sultan Syarif Kasim II;3520;3257;263;3355;3052;303;26;3;26;3
23/02/2023;PKY;Tjilik Riwut;862;862;0;824;824;0;7;0;7;0
23/02/2023;PNK;Supadio;2889;2889;0;2774;2774;0;27;0;27;0
23/02/2023;PWL;Bandar Udara Jenderal Besar Soedirman;0;0;0;0;0;0;0;0;0;0
23/02/2023;SOC;Adi Sumarmo;1581;1581;0;1521;1521;0;10;0;10;0
23/02/2023;SOQ;Domine Eduard Osok;1776;1776;0;1907;1907;0;22;0;22;0
23/02/2023;SRG;Ahmad Yani;2401;2397;4;2910;2910;0;24;2;26;1
23/02/2023;SUB;Juanda;17587;15123;2464;18880;16008;2872;117;13;114;15
23/02/2023;TIM;TIMIKA;551;551;0;490;490;0;30;0;34;0
23/02/2023;TKG;Radin Inten II;1083;1083;0;960;960;0;11;0;11;0
23/02/2023;TNJ;Bandara Raja Haji Fisabilillah ( Kijang );347;347;0;299;299;0;6;0;6;0
23/02/2023;TTE;Sultan Babullah;856;856;0;1008;1008;0;14;0;15;0
23/02/2023;UPG;Sultan Hasanuddin;15645;14363;1282;13512;12635;877;107;4;108;5
23/02/2023;YIA;New Yogyakarta International Airport;4502;4270;232;5957;5703;254;37;2;36;2
24/02/2023;AAP;APT Pranoto;808;808;0;740;740;0;7;0;7;0
24/02/2023;AMQ;Pattimura;1120;1120;0;924;924;0;13;0;13;0
24/02/2023;BDJ;Syamsudin Noor;4082;4082;0;3469;3469;0;37;0;36;0
24/02/2023;BIK;Frans Kaisiepo;303;303;0;167;167;0;3;0;4;0
24/02/2023;BKS;Fatmawati Soekarno/Padang Kemiling;962;962;0;949;949;0;7;0;8;0
24/02/2023;BPN;Sepinggan;7718;7579;139;6699;6559;140;65;2;66;3
24/02/2023;BTH;Hang Nadim;5344;5293;51;4538;4499;39;40;3;43;2
24/02/2023;BTJ;Sultan Iskandar Muda;1204;898;306;1151;733;418;10;3;10;3
24/02/2023;BWX;Banyuwangi;149;149;0;128;128;0;1;0;1;0
24/02/2023;CGK;Soekarno-Hatta;65387;50902;14485;67449;51155;16294;368;103;373;97
24/02/2023;DJB;Sultan Thaha Syaifuddin;1251;1251;0;1542;1542;0;10;0;10;0
24/02/2023;DPS;Ngurah Rai;26240;13025;13215;28558;15478;13080;109;75;109;77
24/02/2023;DTB;Sisingamangaraja XII;764;764;0;997;997;0;9;0;8;0
24/02/2023;GTO;Djalaluddin;474;474;0;470;470;0;6;0;6;0
24/02/2023;JOG;Adi Sucipto;187;187;0;225;225;0;4;0;4;0
24/02/2023;KDI;Haluoleo;1562;1562;0;1270;1270;0;11;0;10;0
24/02/2023;KJT;Kertajati;0;0;0;0;0;0;0;0;0;0
24/02/2023;KNO;Kuala Namu;10403;7482;2921;10270;7460;2810;60;19;62;22
24/02/2023;KOE;El tari;1943;1943;0;1676;1676;0;25;0;25;0
24/02/2023;LOP;Internasional Lombok;3094;2924;170;3410;3272;138;33;1;31;1
24/02/2023;MDC;Sam Ratulangi;2204;1858;346;2148;2019;129;22;1;21;2
24/02/2023;MKQ;Mopah;322;322;0;382;382;0;13;0;12;0
24/02/2023;MKW;Rendani;822;822;0;804;804;0;9;0;9;0
24/02/2023;MLG;Abdul Rachman Saleh;620;620;0;641;641;0;4;0;4;0
24/02/2023;PGK;Depati Amir;1818;1818;0;1680;1680;0;16;0;15;0
24/02/2023;PKN;Iskandar;527;527;0;454;454;0;6;0;6;0
24/02/2023;PKU;Sultan Syarif Kasim II;4276;3766;510;3737;3053;684;28;6;29;6
24/02/2023;PKY;Tjilik Riwut;689;689;0;849;849;0;6;0;7;0
24/02/2023;SOC;Adi Sumarmo;1440;1440;0;1505;1505;0;10;0;10;0
24/02/2023;SOQ;Domine Eduard Osok;519;519;0;310;310;0;4;0;4;0
24/02/2023;SRG;Ahmad Yani;2919;2919;0;3362;3362;0;24;2;26;0
24/02/2023;SUB;Juanda;19561;16869;2692;21254;18257;2997;125;16;123;14
24/02/2023;TTE;Sultan Babullah;849;849;0;719;719;0;13;0;13;0
